date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/1,0:00,0,0,26.17,49.85,0,25.299999,0
2018/7/1,0:15,0,0,25.95,50.84,0,25.1,0
2018/7/1,0:30,0,0,25.74,51.77,0,25.1,0
2018/7/1,0:45,0,0,25.53,52.67,0,24.700001,0
2018/7/1,1:00,0,0,25.34,53.53,0,24.6,0
2018/7/1,1:15,0,0,25.18,54.25,0,24.5,0
2018/7/1,1:30,0,0,25.04,54.9,0,24.700001,0
2018/7/1,1:45,0,0,24.87,55.59,0,24.5,0
2018/7/1,2:00,0,0,24.72,56.23,0,24.1,0
2018/7/1,2:15,0,0,24.58,56.85,0,24.1,0
2018/7/1,2:30,0,0,24.45,57.45,0,23.4,0
2018/7/1,2:45,0,0,24.3,58.09,0,23.700001,0
2018/7/1,3:00,0,0,24.17,58.73,0,24.200001,0
2018/7/1,3:15,0,0,24.03,59.35,0,23.6,0
2018/7/1,3:30,0,0,23.86,60.09,0,23.299999,0
2018/7/1,3:45,0,0,23.6,61.09,0,23.5,0
2018/7/1,4:00,0,0,23.29,62.28,0,23.799999,0
2018/7/1,4:15,0,0,22.98,63.46,0,23.700001,0
2018/7/1,4:30,0,0,22.7,64.58,0,23.200001,0
2018/7/1,4:45,0,0,22.45,65.55,0,23.1,0
2018/7/1,5:00,0,0,22.23,66.41,0,22.299999,0
2018/7/1,5:15,7.02,2.42,22.09,67.06,4,22.799999,0
2018/7/1,5:30,27.96,16.02,22.11,67.3,14,22.700001,0
2018/7/1,5:45,69.01,49.04,22.45,65.96,29,22.9,0.319675
2018/7/1,6:00,99.97,75.97,22.77,65.11,47,23.299999,0.618039
2018/7/1,6:15,149.56,120.71,23.36,63.53,67.999992,23.4,0.916402
2018/7/1,6:30,183.99,152.47,24.15,61.41,91.999992,23.700001,1.427882
2018/7/1,6:45,236.91,201.95,24.91,57.95,118,24.6,1.896739
2018/7/1,7:00,272.68,235.71,25.52,56.29,149,25.4,2.386908
2018/7/1,7:15,326.5,286.87,26.24,52.83,187,25.9,2.983635
2018/7/1,7:30,362.26,321.05,26.78,50.88,229,26.4,3.708232
2018/7/1,7:45,415.4,372.03,27.41,49.3,287,26.299999,4.45414
2018/7/1,8:00,450.29,405.61,28.08,46.9,343,27,5.327919
2018/7/1,8:15,501.56,455.08,28.68,44.11,392,27.4,6.052516
2018/7/1,8:30,534.86,487.28,29.23,42.76,455,28,7.032853
2018/7/1,8:45,583.14,534.05,29.83,41.27,511,28.5,7.970567
2018/7/1,9:00,614.06,564.04,30.4,39.18,558.999878,28.9,8.865657
2018/7/1,9:15,658.2,606.91,30.9,37.83,588.999878,29.4,9.590254
2018/7/1,9:30,685.97,633.92,31.39,36.8,638.999878,29.9,10.48534
2018/7/1,9:45,724.95,671.85,31.9,35.19,688.999878,30.4,11.42306
2018/7/1,10:00,749.01,695.27,32.28,34.27,725.999878,30.5,11.80667
2018/7/1,10:15,782,727.42,32.7,33.1,787.999878,30.9,12.53127
2018/7/1,10:30,801.88,746.79,33.06,32.24,817.999878,31.799999,13.06406
2018/7/1,10:45,828.36,772.59,33.42,31.07,843.999878,32,13.42636
2018/7/1,11:00,843.76,787.61,33.76,29.81,869.999878,32.599998,13.42636
2018/7/1,11:15,863.07,806.45,34.1,28.78,949.999878,32.599998,14.00177
2018/7/1,11:30,873.39,816.52,34.44,27.64,990.999878,32.5,14.30013
2018/7/1,11:45,885.24,828.07,34.73,26.81,954.999878,32.5,13.85259
2018/7/1,12:00,890.5,833.21,34.98,26.35,862.999878,33.200001,13.27717
2018/7/1,12:15,894.55,837.17,35.21,26,945.999878,32.900002,13.85259
2018/7/1,12:30,894.7,837.32,35.44,25.37,934.999878,33.5,13.85259
2018/7/1,12:45,891.14,833.85,35.62,24.79,1008,33.599998,14.15095
2018/7/1,13:00,886.21,829.05,35.76,24.45,972.999878,33.599998,13.85259
2018/7/1,13:15,874.67,817.79,35.87,24.45,985.999878,33.799999,13.70341
2018/7/1,13:30,864.43,807.8,35.95,24.62,947.999878,33.799999,13.53291
2018/7/1,13:45,845.39,789.23,36,24.9,885.999878,33.700001,13.25586
2018/7/1,14:00,830.32,774.53,36.07,25.13,832.999878,35,12.63782
2018/7/1,14:15,804.37,749.24,36.11,25.31,792.999878,34,11.95585
2018/7/1,14:30,784.94,730.31,36.17,25.37,790.999878,34.099998,12.9575
2018/7/1,14:45,752.69,698.9,36.21,25.37,704.999878,33.700001,11.20994
2018/7/1,15:00,729.27,676.1,36.25,25.3,658.999878,34,10.18698
2018/7/1,15:15,691.33,639.19,36.26,25.23,284,34.200001,4.965621
2018/7/1,15:30,664.15,612.79,36.26,25.17,590.999878,33.5,9.995176
2018/7/1,15:45,620.95,570.84,36.22,25.21,619.999878,33.799999,9.377137
2018/7/1,16:00,590.59,541.39,36.17,25.29,510,33.700001,8.055814
2018/7/1,16:15,542.84,495.14,36.08,25.53,464,33.5,7.182034
2018/7/1,16:30,509.72,463.1,35.99,25.86,429,33.299999,7.182034
2018/7/1,16:45,458.47,413.62,35.85,26.29,264,33.5,4.241024
2018/7/1,17:00,423.51,379.93,35.73,26.68,244,33.299999,4.006595
2018/7/1,17:15,370.31,328.85,35.56,27.07,216,33,3.55905
2018/7/1,17:30,334.52,294.62,35.4,27.38,266,32.900002,4.390205
2018/7/1,17:45,280.72,243.4,35.2,27.69,170,32.900002,2.770518
2018/7/1,18:00,245.01,209.62,35.03,27.82,152,32.900002,2.322973
2018/7/1,18:15,192.2,160.13,34.81,27.77,93.999992,32.5,1.449194
2018/7/1,18:30,157.76,128.27,34.61,27.57,65.999992,31.9,0.980337
2018/7/1,18:45,107.91,83.05,34.3,27.79,51,31.5,0.831155
2018/7/1,19:00,76.54,55.52,33.91,28.38,26,31,0.38361
2018/7/1,19:15,34.27,20.78,33.33,29.37,16,30.799999,0.25574
2018/7/1,19:30,11.57,4.98,32.66,30.47,1,30.4,0.021312
2018/7/1,19:45,0,0,31.94,31.6,0,29.5,0
2018/7/1,20:00,0,0,31.33,32.57,0,29.200001,0
2018/7/1,20:15,0,0,30.83,33.15,0,28.700001,0
2018/7/1,20:30,0,0,30.48,35.23,0,28.299999,0
2018/7/1,20:45,0,0,30.08,43.24,0,27.9,0
2018/7/1,21:00,0,0,29.69,52.83,0,27.9,0
2018/7/1,21:15,0,0,29.5,58.37,0,27.9,0
2018/7/1,21:30,0,0,29.35,60.19,0,28.1,0
2018/7/1,21:45,0,0,29.17,61.02,0,27.299999,0
2018/7/1,22:00,0,0,28.98,62.02,0,27.4,0
2018/7/1,22:15,0,0,28.82,63.32,0,27.799999,0
2018/7/1,22:30,0,0,28.65,64.73,0,27.299999,0
2018/7/1,22:45,0,0,28.47,65.97,0,27.1,0
2018/7/1,23:00,0,0,28.26,67.14,0,26.9,0
2018/7/1,23:15,0,0,28.02,68.39,0,26.6,0
2018/7/1,23:30,0,0,27.77,69.69,0,26.700001,0
2018/7/1,23:45,0,0,27.5,71.01,0,26.6,0
2018/7/2,0:00,0,0,26.16,50.37,0,26.4,0
2018/7/2,0:15,0,0,25.98,50.79,0,26.200001,0
2018/7/2,0:30,0,0,25.76,51.33,0,25.700001,0
2018/7/2,0:45,0,0,25.58,51.71,0,25.299999,0
2018/7/2,1:00,0,0,25.3,52.41,0,24.9,0
2018/7/2,1:15,0,0,25.04,52.85,0,25.200001,0
2018/7/2,1:30,0,0,24.81,52.76,0,25.4,0
2018/7/2,1:45,0,0,24.73,52.19,0,25.299999,0
2018/7/2,2:00,0,0,24.62,52.12,0,25.200001,0
2018/7/2,2:15,0,0,24.54,52.8,0,25.1,0
2018/7/2,2:30,0,0,24.39,54.53,0,25,0
2018/7/2,2:45,0,0,24.25,56.95,0,24.700001,0
2018/7/2,3:00,0,0,24.14,59.83,0,24.9,0
2018/7/2,3:15,0,0,23.99,63.26,0,24.799999,0
2018/7/2,3:30,0,0,23.87,66.81,0,24.799999,0
2018/7/2,3:45,0,0,23.76,70.35,0,24.700001,0
2018/7/2,4:00,0,0,23.64,73.74,0,25,0
2018/7/2,4:15,0,0,23.55,76.57,0,25.1,0
2018/7/2,4:30,0,0,23.43,79.16,0,25.1,0
2018/7/2,4:45,0,0,23.3,81.43,0,25.200001,0
2018/7/2,5:00,0,0,23.18,83.26,1,25.200001,0
2018/7/2,5:15,4.8,1.06,23.11,84.55,0,25,0
2018/7/2,5:30,18.32,6.23,23.21,84.82,15,24.799999,0
2018/7/2,5:45,42.78,15.99,23.53,83.89,32,24.799999,0.426234
2018/7/2,6:00,60.27,27.61,23.95,82.32,52,25.4,0.76722
2018/7/2,6:15,92.91,55.31,24.38,80.46,78.999992,25.700001,1.236077
2018/7/2,6:30,114.81,66.25,24.78,78.63,65.999992,25.799999,1.001649
2018/7/2,6:45,143.18,72.61,25.19,76.77,117,25.9,1.896739
2018/7/2,7:00,165.59,94.25,25.63,74.78,149,25.9,2.472154
2018/7/2,7:15,217.97,153.65,26.15,72.35,218,26.4,3.55905
2018/7/2,7:30,254.21,198.14,26.53,70.74,188,26.5,3.068881
2018/7/2,7:45,309.98,275.93,27.04,68.75,249,26.799999,3.94266
2018/7/2,8:00,341,306.44,27.57,66.8,203,26.799999,3.345933
2018/7/2,8:15,381.21,345.33,28.17,64.67,267,26.9,4.241024
2018/7/2,8:30,405.79,368.95,28.74,62.58,308,27.200001,5.008244
2018/7/2,8:45,443.53,405.59,29.18,60.96,401,27.5,6.308256
2018/7/2,9:00,468.23,429.55,29.63,59.59,332,27.700001,6.436126
2018/7/2,9:15,502.5,462.8,30.16,57.4,588.999878,28.4,9.078773
2018/7/2,9:30,521.07,476.1,30.6,54.59,641.999878,28.9,10.42141
2018/7/2,9:45,551.66,510.68,30.97,53.34,421,28.700001,7.949255
2018/7/2,10:00,562.58,521.42,31.39,50.82,575.999878,29,9.270579
2018/7/2,10:15,567.58,527.41,31.78,48.07,579.999878,29.5,9.270579
2018/7/2,10:30,535.44,498.12,32.16,45.25,517.999878,29.6,8.098436
2018/7/2,10:45,476.65,421.23,32.46,43.48,572.999878,30,8.972216
2018/7/2,11:00,417.52,327.29,32.76,41.75,467,30.1,7.50171
2018/7/2,11:15,369.01,213.96,32.97,41.29,389,30.299999,6.627931
2018/7/2,11:30,353.37,281.85,33.22,40.5,491,30.4,8.098436
2018/7/2,11:45,341.01,210.6,33.5,38.91,434,30.700001,7.224658
2018/7/2,12:00,333.53,199.16,33.72,38.02,456,30.700001,7.523022
2018/7/2,12:15,326.68,193.63,33.9,37.61,390,31.1,6.627931
2018/7/2,12:30,319.36,172.28,34.04,37.43,619.999878,31.4,10.7624
2018/7/2,12:45,326.24,191.89,34.12,37.54,503,31.4,7.75745
2018/7/2,13:00,316.68,132.04,34.11,37.77,588.999878,31.9,8.14106
2018/7/2,13:15,16.34,0,32.71,40.62,816.999878,32.299999,9.632877
2018/7/2,13:30,16.1,0,32.65,40.99,307,32.599998,4.816439
2018/7/2,13:45,69.83,0.06,32.73,41.63,319,32.400002,6.478749
2018/7/2,14:00,64.81,0.05,32.21,44.32,616.999878,32.5,7.864008
2018/7/2,14:15,209.82,115.37,32.64,44.82,392,32.400002,7.352528
2018/7/2,14:30,232.61,164.72,32.89,43.96,415,33,8.844345
2018/7/2,14:45,412.34,382.38,33.77,41.04,659.999878,32.700001,7.736138
2018/7/2,15:00,453.2,361.09,33.92,40.18,188,31.6,2.941011
2018/7/2,15:15,473.1,320,34.05,39.45,236,32.099998,3.81479
2018/7/2,15:30,472.39,325.36,34.21,38.65,140,31.5,2.067233
2018/7/2,15:45,407.83,215.96,34.28,37.97,154,29.799999,2.493466
2018/7/2,16:00,355.3,190.43,34.37,37.29,89.999992,28.799999,1.470506
2018/7/2,16:15,305.27,175.83,34.51,36.2,91.999992,28.799999,1.385259
2018/7/2,16:30,251.68,125.5,34.55,35.47,67.999992,28.799999,1.172142
2018/7/2,16:45,204.7,70.57,34.49,35.23,68.999992,28.6,1.02296
2018/7/2,17:00,183.93,78.25,34.44,35.02,80.999992,29.200001,1.300012
2018/7/2,17:15,175.75,100.41,34.41,34.85,71.999992,29.1,1.044272
2018/7/2,17:30,155.65,82.24,34.33,34.93,64,29.299999,0.852467
2018/7/2,17:45,135.22,74.38,34.22,35.19,74.999992,29.1,1.02296
2018/7/2,18:00,116.97,75.99,34.11,35.56,70.999992,27.799999,1.02296
2018/7/2,18:15,90.18,66.46,33.95,36.12,43,27.200001,0.596727
2018/7/2,18:30,76.84,61.69,33.83,36.64,20,27.200001,0.213117
2018/7/2,18:45,52.32,39.94,33.61,37.43,12,27,0.106558
2018/7/2,19:00,37.14,26.58,33.37,38.41,7,27.200001,0.042623
2018/7/2,19:15,15.8,8.6,32.81,40.38,3,27.5,0
2018/7/2,19:30,5.27,1.71,32.32,41.68,0,27.200001,0
2018/7/2,19:45,0,0,31.89,42.74,0,26.9,0
2018/7/2,20:00,0,0,31.57,43.71,0,26.799999,0
2018/7/2,20:15,0,0,31.16,44.94,0,26.5,0
2018/7/2,20:30,0,0,30.87,45.87,0,26.4,0
2018/7/2,20:45,0,0,30.54,46.84,0,26.299999,0
2018/7/2,21:00,0,0,30.24,47.7,0,26.200001,0
2018/7/2,21:15,0,0,29.9,48.61,0,26.4,0
2018/7/2,21:30,0,0,29.63,49.28,0,26,0
2018/7/2,21:45,0,0,29.39,49.74,0,25.799999,0
2018/7/2,22:00,0,0,29.13,50.19,0,25.5,0
2018/7/2,22:15,0,0,28.82,50.84,0,25.799999,0
2018/7/2,22:30,0,0,28.52,51.57,0,25.700001,0
2018/7/2,22:45,0,0,28.26,52.27,0,25.799999,0
2018/7/2,23:00,0,0,28.08,52.76,0,25.9,0
2018/7/2,23:15,0,0,28,52.9,0,25.4,0
2018/7/2,23:30,0,0,27.85,53.13,0,25.1,0
2018/7/2,23:45,0,0,27.65,53.44,0,25.299999,0
2018/7/3,0:00,0,0,26.56,66.5,0,24.9,0
2018/7/3,0:15,0,0,26.37,67.49,0,24.700001,0
2018/7/3,0:30,0,0,26.18,68.47,0,25,0
2018/7/3,0:45,0,0,25.98,69.52,0,24.799999,0
2018/7/3,1:00,0,0,25.79,70.52,0,24.700001,0
2018/7/3,1:15,0,0,25.64,71.44,0,24.799999,0
2018/7/3,1:30,0,0,25.49,72.35,0,24.5,0
2018/7/3,1:45,0,0,25.36,73.19,0,25,0
2018/7/3,2:00,0,0,25.2,74.19,0,25.200001,0
2018/7/3,2:15,0,0,25.03,75.17,0,25.1,0
2018/7/3,2:30,0,0,24.88,76.07,0,24.9,0
2018/7/3,2:45,0,0,24.73,76.99,0,24.5,0
2018/7/3,3:00,0,0,24.57,77.91,0,24.299999,0
2018/7/3,3:15,0,0,24.41,78.84,0,24.200001,0
2018/7/3,3:30,0,0,24.26,79.67,0,24.299999,0
2018/7/3,3:45,0,0,24.12,80.44,0,24.4,0
2018/7/3,4:00,0,0,23.98,81.17,0,23.700001,0
2018/7/3,4:15,0,0,23.84,81.93,0,23.5,0
2018/7/3,4:30,0,0,23.71,82.64,0,23.6,0
2018/7/3,4:45,0,0,23.57,83.35,0,23.5,0
2018/7/3,5:00,0,0,23.44,84.03,0,23.6,0
2018/7/3,5:15,2.61,0.73,23.37,84.41,1,23.5,0
2018/7/3,5:30,13.31,7.22,23.47,83.98,8,23.6,0
2018/7/3,5:45,37.32,25.92,23.73,82.83,16,23.5,0
2018/7/3,6:00,58.06,43.44,24.19,80.82,36,22.9,0.447545
2018/7/3,6:15,92.22,73.69,25,77.17,92.999992,23.6,1.363947
2018/7/3,6:30,120.25,98.86,25.55,74.5,93.999992,24.9,1.300012
2018/7/3,6:45,166.19,140.83,26.25,71.61,112,24.9,1.768869
2018/7/3,7:00,206.66,177.76,26.92,68.51,184,25.9,2.79183
2018/7/3,7:15,266.98,233.66,27.47,66.31,161,26.299999,2.472154
2018/7/3,7:30,314.26,277.56,28.12,63.87,195,26.700001,3.090193
2018/7/3,7:45,375.08,334.97,28.61,61.86,233,27.1,3.68692
2018/7/3,8:00,416.02,373.81,29.06,60.29,266,28,4.560699
2018/7/3,8:15,468.61,424.27,29.46,58.74,435,28.299999,6.478749
2018/7/3,8:30,498.79,453.51,29.84,57.06,491,29.1,7.544333
2018/7/3,8:45,538.06,491.89,30.17,55.42,539.999878,29.6,8.3968
2018/7/3,9:00,560.38,513.91,30.47,54.38,584.999878,29.6,9.142709
2018/7/3,9:15,598.23,550.76,30.83,52.49,601.999878,29.799999,9.867306
2018/7/3,9:30,621.55,573.53,31.15,50.37,638.999878,30.299999,10.46403
2018/7/3,9:45,645.68,597.54,31.45,49.36,669.999878,31.5,11.08207
2018/7/3,10:00,638.14,591.55,31.77,47.83,727.999878,31.200001,11.63618
2018/7/3,10:15,620.39,576.34,32.11,45.92,764.999878,30.9,12.10503
2018/7/3,10:30,579.44,538.96,32.41,44.78,824.999878,31.6,12.65914
2018/7/3,10:45,535.05,498.42,32.73,43.38,925.999878,31.799999,13.53291
2018/7/3,11:00,487.37,454.39,33.03,41.98,1017,31.700001,11.33781
2018/7/3,11:15,461.88,431.07,33.31,40.81,759.999878,33,10.67715
2018/7/3,11:30,446.98,417.39,33.58,40.22,714.999878,32.200001,12.9575
2018/7/3,11:45,427.94,399.84,33.86,38.9,965.999878,33.599998,13.21324
2018/7/3,12:00,395.58,369.7,34.12,37.8,1016,33,14.25751
2018/7/3,12:15,367.24,343.28,34.36,36.88,519.999878,33.400002,7.906631
2018/7/3,12:30,352.06,329.1,34.55,36.37,735.999878,33.799999,12.10503
2018/7/3,12:45,346.35,323.7,34.73,36.09,998.999878,33,12.12634
2018/7/3,13:00,343.85,321.29,34.89,35.83,836.999878,34.599998,12.91488
2018/7/3,13:15,339.42,316.97,35.06,35.56,665.999878,34.5,11.03945
2018/7/3,13:30,335.48,313.13,35.23,35.27,916.999878,34.599998,13.55423
2018/7/3,13:45,328.1,305.91,35.38,35,895.999878,33.599998,12.80832
2018/7/3,14:00,322.26,300.24,35.53,34.62,839.999878,34.900002,11.06076
2018/7/3,14:15,286.94,180.98,35.61,34,791.999878,35.099998,12.08372
2018/7/3,14:30,226.78,2.71,35.6,33.49,792.999878,34.599998,12.27553
2018/7/3,14:45,167.82,0,35.47,33.4,671.999878,35.099998,10.63453
2018/7/3,15:00,153.96,0,35.48,33.13,653.999878,35.099998,10.0378
2018/7/3,15:15,146.13,0,35.51,32.83,612.999878,34.5,9.739436
2018/7/3,15:30,141.79,0,35.55,32.61,594.999878,34.900002,9.80337
2018/7/3,15:45,209.64,20.46,35.85,32,340,35.200001,5.263984
2018/7/3,16:00,228.57,209.15,36,31.62,509,35,7.88532
2018/7/3,16:15,210,191.16,36.01,31.49,469,35.599998,7.1181
2018/7/3,16:30,197.17,178.72,36.03,31.35,226,35.200001,3.622985
2018/7/3,16:45,177.37,159.65,36.01,31.26,290,35.5,4.816439
2018/7/3,17:00,163.31,143.57,36.01,31.16,236,35.200001,3.622985
2018/7/3,17:15,143.15,126.6,35.97,31.11,127,33.900002,2.003298
2018/7/3,17:30,129.25,113.43,35.93,31.07,171,33.400002,2.749206
2018/7/3,17:45,108.36,93.63,35.84,31.11,112,34.400002,1.726246
2018/7/3,18:00,94.46,80.5,35.77,31.12,96.999992,34.400002,1.513129
2018/7/3,18:15,73.88,61.24,35.65,31.21,79.999992,34.099998,1.278701
2018/7/3,18:30,60.47,48.85,35.55,31.28,37,33.099998,0.532792
2018/7/3,18:45,41.13,31.35,35.4,31.48,32,32.700001,0.38361
2018/7/3,19:00,29.01,20.75,35.22,32.01,46,32.400002,0.681974
2018/7/3,19:15,12.77,7.52,34.76,33.04,12,32.5,0.25574
2018/7/3,19:30,4.19,1.67,34.36,33.44,0,31.799999,0
2018/7/3,19:45,0,0,33.88,34.12,0,31.1,0
2018/7/3,20:00,0,0,33.39,35.16,0,30.5,0
2018/7/3,20:15,0,0,32.94,36.23,0,29.9,0
2018/7/3,20:30,0,0,32.58,37.21,0,29.6,0
2018/7/3,20:45,0,0,32.17,38.34,0,29.4,0
2018/7/3,21:00,0,0,31.87,39.26,0,29.200001,0
2018/7/3,21:15,0,0,31.63,40.07,0,29.1,0
2018/7/3,21:30,0,0,31.41,40.87,0,29.4,0
2018/7/3,21:45,0,0,31.15,41.79,0,28.6,0
2018/7/3,22:00,0,0,30.86,42.84,0,28.9,0
2018/7/3,22:15,0,0,30.57,43.97,0,29.1,0
2018/7/3,22:30,0,0,30.29,45.09,0,28.4,0
2018/7/3,22:45,0,0,30.01,46.19,0,28.5,0
2018/7/3,23:00,0,0,29.75,47.22,0,28.4,0
2018/7/3,23:15,0,0,29.52,48.2,0,28.700001,0
2018/7/3,23:30,0,0,29.31,49.05,0,28.5,0
2018/7/3,23:45,0,0,29.14,49.75,0,28.4,0
2018/7/4,0:00,0,0,28.62,51.95,0,28.5,0
2018/7/4,0:15,0,0,28.4,52.7,0,28.4,0
2018/7/4,0:30,0,0,28.2,53.36,0,28.299999,0
2018/7/4,0:45,0,0,28.07,53.77,0,27.6,0
2018/7/4,1:00,0,0,27.95,54.14,0,27.700001,0
2018/7/4,1:15,0,0,27.78,54.66,0,27.6,0
2018/7/4,1:30,0,0,27.68,54.98,0,26.9,0
2018/7/4,1:45,0,0,27.54,55.39,0,27.4,0
2018/7/4,2:00,0,0,27.46,55.59,0,27.1,0
2018/7/4,2:15,0,0,27.33,55.97,0,27.4,0
2018/7/4,2:30,0,0,27.18,56.39,0,27.1,0
2018/7/4,2:45,0,0,27.18,56.22,0,26.799999,0
2018/7/4,3:00,0,0,27.23,55.86,0,27,0
2018/7/4,3:15,0,0,27.23,55.75,0,27.299999,0
2018/7/4,3:30,0,0,27.26,55.56,0,26.700001,0
2018/7/4,3:45,0,0,27.2,55.76,0,27.1,0
2018/7/4,4:00,0,0,27.16,56.02,0,27.200001,0
2018/7/4,4:15,0,0,27.01,56.71,0,26.200001,0
2018/7/4,4:30,0,0,26.88,57.41,0,26.5,0
2018/7/4,4:45,0,0,26.87,57.67,0,26.799999,0
2018/7/4,5:00,0,0,26.91,57.67,0,26.6,0
2018/7/4,5:15,0.44,0,26.92,57.75,0,26.299999,0
2018/7/4,5:30,1.76,0,26.95,57.62,1,25.9,0
2018/7/4,5:45,5.32,0.01,27.15,56.92,18,26,0.106558
2018/7/4,6:00,11.83,6.48,27.31,56.94,29,25.799999,0.404922
2018/7/4,6:15,30.77,22.34,27.37,56.31,49,25.9,0.681974
2018/7/4,6:30,25.27,15.77,27.17,57.64,66.999992,26.299999,1.129519
2018/7/4,6:45,40.9,32.32,27.32,57.87,60,26.5,0.980337
2018/7/4,7:00,46.15,31.96,27.82,56.56,83.999992,26.6,1.406571
2018/7/4,7:15,65.63,52.85,28.26,55.05,110,26.799999,1.726246
2018/7/4,7:30,85.68,71.92,28.8,53.59,181,27.299999,3.04757
2018/7/4,7:45,91.3,76.28,29.16,52.72,246,28.1,4.368894
2018/7/4,8:00,88.14,69.35,29.32,52.49,405,29.299999,6.414814
2018/7/4,8:15,107.89,91.3,29.68,51.81,228,29.6,3.878725
2018/7/4,8:30,86.12,68.25,29.77,51.44,312,30,5.072179
2018/7/4,8:45,172.31,153.24,30.33,49.99,256,29.799999,4.496764
2018/7/4,9:00,169.07,140.67,30.62,49.28,377,29.6,6.052516
2018/7/4,9:15,206.93,165.3,31.03,47.68,437,29.5,7.480398
2018/7/4,9:30,226.32,166.29,31.32,46.89,338,29.799999,5.732841
2018/7/4,9:45,251.99,164.57,31.62,46.16,586.999878,29.799999,8.993527
2018/7/4,10:00,197.25,139.75,31.69,45.91,326,29.9,5.583659
2018/7/4,10:15,209.92,156.35,32,44.89,270,29.799999,4.859062
2018/7/4,10:30,238.94,195.88,32.4,43.52,346,29.799999,5.903334
2018/7/4,10:45,219.48,187.54,32.59,42.46,406,30.200001,6.904983
2018/7/4,11:00,224.6,188.98,32.85,41.31,342,30.4,5.967269
2018/7/4,11:15,259.92,222.54,33.16,40.27,436,30.799999,7.37384
2018/7/4,11:30,275.69,248.16,33.43,39.58,409,30.799999,7.075476
2018/7/4,11:45,272.54,233.45,33.64,38.86,390,30.9,6.627931
2018/7/4,12:00,264.53,225.79,33.76,38.39,687.999878,31.200001,10.2296
2018/7/4,12:15,278.73,209.8,33.95,37.74,395,31.200001,6.521373
2018/7/4,12:30,286.8,234.03,34.1,37.26,306,31.1,5.434477
2018/7/4,12:45,270.3,179.01,34.18,36.97,482,31.200001,7.906631
2018/7/4,13:00,284.65,211.16,34.27,36.6,449,31.299999,6.947606
2018/7/4,13:15,307.89,226.64,34.4,36.09,458,31.200001,7.565645
2018/7/4,13:30,325.67,252.96,34.5,35.56,305,31.1,5.327919
2018/7/4,13:45,329.13,210.58,34.54,34.91,318,30.799999,5.626282
2018/7/4,14:00,360.62,252.78,34.68,33.89,474,30.9,8.14106
2018/7/4,14:15,422.43,273.13,34.92,32.89,865.999878,31.700001,11.42306
2018/7/4,14:30,463.51,271.98,35.07,32.13,817.999878,32.099998,13.00012
2018/7/4,14:45,496.66,371.81,35.17,31.5,668.999878,32.299999,10.18698
2018/7/4,15:00,462.58,301.36,35.07,31.7,636.999878,31.700001,10.91158
2018/7/4,15:15,461.15,284.88,34.97,32.32,566.999878,32,9.824682
2018/7/4,15:30,440.54,293.46,34.81,32.99,669.999878,31.9,10.12305
2018/7/4,15:45,400.48,217.63,34.59,33.5,386,31.6,6.883671
2018/7/4,16:00,433.06,358.64,34.46,33.61,605.999878,32,9.52632
2018/7/4,16:15,419.72,351.52,34.19,33.78,343,31.6,5.455789
2018/7/4,16:30,412.83,363.65,34.01,33.83,333,31.4,5.583659
2018/7/4,16:45,384.06,345.04,33.91,33.91,265,31.200001,4.560699
2018/7/4,17:00,357.82,320.39,33.87,34.02,324,31.1,5.157425
2018/7/4,17:15,316.79,280.73,33.77,34.42,167,30.9,3.090193
2018/7/4,17:30,292.71,257.19,33.6,35.23,169,30.700001,2.79183
2018/7/4,17:45,253.04,218.79,33.25,36.67,152,30.799999,2.322973
2018/7/4,18:00,227.73,194.23,32.85,38.24,185,30.9,2.79183
2018/7/4,18:15,182.78,151.66,32.43,39.52,90.999992,30.799999,1.470506
2018/7/4,18:30,151.93,122.89,32.12,40.41,77.999992,30.4,1.172142
2018/7/4,18:45,104.02,79.44,31.76,41.43,69.999992,30.4,1.172142
2018/7/4,19:00,73.49,52.7,31.41,42.65,33,30.1,0.447545
2018/7/4,19:15,32.32,19.1,30.95,44.48,8,29.799999,0.085247
2018/7/4,19:30,10.52,4.22,30.46,46.88,0,29.200001,0
2018/7/4,19:45,0,0,29.98,49.46,0,29,0
2018/7/4,20:00,0,0,29.6,51.66,0,28.6,0
2018/7/4,20:15,0,0,29.28,53.44,0,28.200001,0
2018/7/4,20:30,0,0,28.97,54.94,0,28.1,0
2018/7/4,20:45,0,0,28.65,56.37,0,27.9,0
2018/7/4,21:00,0,0,28.33,57.77,0,27.6,0
2018/7/4,21:15,0,0,28.02,59.07,0,27.5,0
2018/7/4,21:30,0,0,27.73,60.18,0,27.4,0
2018/7/4,21:45,0,0,27.47,61.18,0,27.200001,0
2018/7/4,22:00,0,0,27.21,62.1,0,26.700001,0
2018/7/4,22:15,0,0,26.96,63.01,0,26.5,0
2018/7/4,22:30,0,0,26.73,63.94,0,26.299999,0
2018/7/4,22:45,0,0,26.48,65.04,0,26,0
2018/7/4,23:00,0,0,26.23,66.34,0,25.5,0
2018/7/4,23:15,0,0,25.99,67.82,0,25.4,0
2018/7/4,23:30,0,0,25.76,69.4,0,25.299999,0
2018/7/4,23:45,0,0,25.53,71,0,25.1,0
2018/7/5,0:00,0,0,24.5,82.43,0,24.9,0
2018/7/5,0:15,0,0,24.29,83.45,0,25,0
2018/7/5,0:30,0,0,24.12,84.38,0,25,0
