date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/9/27,19:00,0,0,20.48,60.21,0,21.200001,0
2018/9/27,19:15,0,0,20.34,60.94,0,20.5,0
2018/9/27,19:30,0,0,20.29,61.33,0,20.4,0
2018/9/27,19:45,0,0,20.24,61.73,0,20.700001,0
2018/9/27,20:00,0,0,19.99,62.97,0,20.9,0
2018/9/27,20:15,0,0,19.83,63.89,0,20.9,0
2018/9/27,20:30,0,0,19.69,64.64,0,20.799999,0
2018/9/27,20:45,0,0,19.7,64.71,0,20.799999,0
2018/9/27,21:00,0,0,19.57,65.21,0,20.4,0
2018/9/27,21:15,0,0,19.36,65.96,0,20.4,0
2018/9/27,21:30,0,0,19.2,66.53,0,20.5,0
2018/9/27,21:45,0,0,19.07,66.99,0,20.5,0
2018/9/27,22:00,0,0,18.88,67.78,0,20.5,0
2018/9/27,22:15,0,0,18.72,68.47,0,20.6,0
2018/9/27,22:30,0,0,18.73,68.47,0,20.6,0
2018/9/27,22:45,0,0,18.74,68.52,0,20.4,0
2018/9/27,23:00,0,0,18.82,68.23,0,20.4,0
2018/9/27,23:15,0,0,18.87,68.08,0,20.4,0
2018/9/27,23:30,0,0,18.93,67.87,0,20.299999,0
2018/9/27,23:45,0,0,18.97,67.75,0,20.299999,0
2018/9/28,0:00,0,0,18.97,65.35,0,20.299999,0
2018/9/28,0:15,0,0,18.91,66.12,0,20.200001,0
2018/9/28,0:30,0,0,18.81,67.06,0,20,0
2018/9/28,0:45,0,0,18.7,68.06,0,19.799999,0
2018/9/28,1:00,0,0,18.47,69.57,0,19.700001,0
2018/9/28,1:15,0,0,18.01,71.97,0,19.6,0
2018/9/28,1:30,0,0,17.45,74.78,0,19.299999,0
2018/9/28,1:45,0,0,16.92,77.4,0,19.200001,0
2018/9/28,2:00,0,0,16.55,79.01,0,19.1,0
2018/9/28,2:15,0,0,16.03,81.33,0,18.9,0
2018/9/28,2:30,0,0,15.61,82.97,0,18.9,0
2018/9/28,2:45,0,0,15.26,84.08,0,18.700001,0
2018/9/28,3:00,0,0,14.98,84.77,0,18.700001,0
2018/9/28,3:15,0,0,14.72,85.19,0,18.4,0
2018/9/28,3:30,0,0,14.51,85.37,0,17.700001,0
2018/9/28,3:45,0,0,14.33,85.29,0,17.299999,0
2018/9/28,4:00,0,0,14.22,84.82,0,17.299999,0
2018/9/28,4:15,0,0,14.08,84.57,0,16.9,0
2018/9/28,4:30,0,0,13.94,84.62,0,15.6,0
2018/9/28,4:45,0,0,13.76,85.12,0,15.8,0
2018/9/28,5:00,0,0,13.49,86.19,0,15.7,0
2018/9/28,5:15,0,0,13.2,87.44,0,15.4,0
2018/9/28,5:30,0,0,12.89,88.72,0,14.5,0
2018/9/28,5:45,0,0,12.63,89.6,0,14.9,0
2018/9/28,6:00,0,0,12.44,90.09,0,14.7,0
2018/9/28,6:15,0,0,12.3,90.17,0,14.4,0
2018/9/28,6:30,12.42,5.54,12.26,90.28,15,13.1,0
2018/9/28,6:45,57.01,38.98,12.59,89.48,49,13.3,0.532792
2018/9/28,7:00,91.91,68.79,13.02,87.29,107,13.7,1.257389
2018/9/28,7:15,147.51,118.62,13.65,84.72,174,14.6,2.045921
2018/9/28,7:30,185.54,153.6,14.5,81.64,253,15.3,3.218063
2018/9/28,7:45,242.77,207.06,15.62,75.97,321,16.200001,4.390205
2018/9/28,8:00,280.59,242.76,16.35,71.16,379,17.200001,5.583659
2018/9/28,8:15,336.25,295.66,17.16,65.64,446,18.5,6.649243
2018/9/28,8:30,372.4,330.22,17.78,61.51,518.999878,19.799999,7.906631
2018/9/28,8:45,424.82,380.52,18.46,59.28,576.999878,20.9,8.950904
2018/9/28,9:00,458.37,412.8,19.17,52.96,621.999878,21.5,9.696813
2018/9/28,9:15,506.07,458.83,19.78,48.78,673.999878,22.1,10.9542
2018/9/28,9:30,535.96,487.73,20.34,46.15,721.999878,22.9,11.74273
2018/9/28,9:45,577.64,528.11,20.84,42.12,776.999878,23.1,12.61651
2018/9/28,10:00,603.17,552.86,21.23,40.5,834.999878,23.1,13.36242
2018/9/28,10:15,637.82,586.49,21.65,39.07,874.999878,23.799999,13.95915
2018/9/28,10:30,658.45,606.53,22.05,36.81,928.999878,24.200001,14.38538
2018/9/28,10:45,685.42,632.75,22.37,34.99,967.999878,24.1,14.68374
2018/9/28,11:00,700.74,647.64,22.65,34.49,998.999878,24.4,14.89686
2018/9/28,11:15,719.66,666.06,22.94,34.1,1034,24.700001,15.02473
2018/9/28,11:30,729.46,675.6,23.25,33.11,1040,24.799999,15.17391
2018/9/28,11:45,739.73,685.61,23.55,31.6,1047,25.700001,15.19522
2018/9/28,12:00,743.68,689.46,23.83,30.16,1037,25.200001,15.38703
2018/9/28,12:15,745.25,690.99,24.07,29.6,1037,25.200001,15.49359
2018/9/28,12:30,743.39,689.19,24.29,29.23,979.999878,25.799999,14.72637
2018/9/28,12:45,736.36,682.38,24.48,28.85,1023,25.4,14.9608
2018/9/28,13:00,728.84,675.08,24.67,28.23,994.999878,25.799999,14.85424
2018/9/28,13:15,713.22,659.9,24.84,27.51,981.999878,25.799999,14.5985
2018/9/28,13:30,699.88,646.94,25.03,26.75,962.999878,26.299999,14.36407
2018/9/28,13:45,675.49,623.24,25.2,25.97,913.999878,26.299999,14.04439
2018/9/28,14:00,656.34,604.64,25.37,25.2,875.999878,26.4,13.49029
2018/9/28,14:15,623.4,572.68,25.5,24.5,841.999878,26.5,13.25586
2018/9/28,14:30,598.75,548.75,25.62,23.87,794.999878,27,12.68045
2018/9/28,14:45,558.03,509.28,25.69,23.38,745.999878,26.9,11.89192
2018/9/28,15:00,528.63,480.82,25.75,23.01,690.999878,26.700001,11.18863
2018/9/28,15:15,481.62,435.39,25.76,22.81,638.999878,27,10.33616
2018/9/28,15:30,448.58,403.53,25.78,22.66,600.999878,27.299999,9.462384
2018/9/28,15:45,396.87,353.82,25.75,22.61,551.999878,26.9,8.567293
2018/9/28,16:00,361.1,319.55,25.73,22.65,498,27,7.523022
2018/9/28,16:15,305.69,266.69,25.64,22.99,442,27.1,6.350879
2018/9/28,16:30,267.9,230.86,25.54,23.61,361,26.9,5.136114
2018/9/28,16:45,210.58,176.98,25.3,24.82,273,26.6,3.857413
2018/9/28,17:00,172.3,141.43,24.94,26.66,203,26.299999,2.855765
2018/9/28,17:15,115.71,89.92,24.26,29.18,129,26.1,1.790181
2018/9/28,17:30,79.39,57.96,23.48,31.55,71.999992,24.9,0.916402
2018/9/28,17:45,29.88,17.56,22.42,33.89,29,23.5,0.404922
2018/9/28,18:00,4.69,1.33,21.57,35.31,3,22.299999,0.021312
2018/9/28,18:15,0,0,20.85,36.88,0,21.6,0
2018/9/28,18:30,0,0,20.22,38.97,0,20.4,0
2018/9/28,18:45,0,0,19.65,41.41,0,19.200001,0
2018/9/28,19:00,0,0,19.14,43.83,0,19.799999,0
2018/9/28,19:15,0,0,18.76,45.83,0,20,0
2018/9/28,19:30,0,0,18.49,47.24,0,20.1,0
2018/9/28,19:45,0,0,18.33,47.96,0,19.6,0
2018/9/28,20:00,0,0,18.26,48.21,0,18.9,0
2018/9/28,20:15,0,0,18.18,48.51,0,18.9,0
2018/9/28,20:30,0,0,18.07,49.01,0,17.5,0
2018/9/28,20:45,0,0,17.9,49.91,0,17.299999,0
2018/9/28,21:00,0,0,17.67,51.21,0,18.4,0
2018/9/28,21:15,0,0,17.45,52.62,0,17.700001,0
2018/9/28,21:30,0,0,17.3,53.84,0,18,0
2018/9/28,21:45,0,0,17.19,54.86,0,17.9,0
2018/9/28,22:00,0,0,17.05,55.78,0,18.6,0
2018/9/28,22:15,0,0,16.87,56.64,0,18.700001,0
2018/9/28,22:30,0,0,16.67,57.42,0,18.1,0
2018/9/28,22:45,0,0,16.41,58.34,0,18.6,0
2018/9/28,23:00,0,0,16.12,59.24,0,18.5,0
2018/9/28,23:15,0,0,15.83,60.16,0,18.4,0
2018/9/28,23:30,0,0,15.49,61.32,0,18,0
2018/9/28,23:45,0,0,15.15,62.55,0,17.6,0
2018/9/29,0:00,0,0,14.25,65.89,0,17.299999,0
2018/9/29,0:15,0,0,14.12,67.12,0,17.1,0
2018/9/29,0:30,0,0,13.96,68.45,0,16.700001,0
2018/9/29,0:45,0,0,13.74,69.98,0,16.4,0
2018/9/29,1:00,0,0,13.52,71.47,0,16.299999,0
2018/9/29,1:15,0,0,13.29,73,0,16,0
2018/9/29,1:30,0,0,13.04,74.53,0,16,0
2018/9/29,1:45,0,0,12.8,75.93,0,15.7,0
2018/9/29,2:00,0,0,12.55,77.18,0,15.3,0
2018/9/29,2:15,0,0,12.32,78.17,0,15,0
2018/9/29,2:30,0,0,12.09,78.89,0,15.3,0
2018/9/29,2:45,0,0,11.85,79.67,0,14.6,0
2018/9/29,3:00,0,0,11.59,80.52,0,14.7,0
2018/9/29,3:15,0,0,11.38,81.08,0,15.1,0
2018/9/29,3:30,0,0,11.18,81.46,0,13.6,0
2018/9/29,3:45,0,0,11.03,81.62,0,13.3,0
2018/9/29,4:00,0,0,10.88,81.8,0,13.2,0
2018/9/29,4:15,0,0,10.74,81.86,0,13.3,0
2018/9/29,4:30,0,0,10.6,81.85,0,13,0
2018/9/29,4:45,0,0,10.45,81.88,0,11.6,0
2018/9/29,5:00,0,0,10.28,81.9,0,12.1,0
2018/9/29,5:15,0,0,10.1,81.95,0,12.2,0
2018/9/29,5:30,0,0,9.89,82.14,0,11.9,0
2018/9/29,5:45,0,0,9.7,82.1,0,12,0
2018/9/29,6:00,0,0,9.51,81.96,0,11.6,0
2018/9/29,6:15,0,0,9.36,81.34,2,11.7,0
2018/9/29,6:30,10.99,4.76,9.42,79.62,21,11.7,0
2018/9/29,6:45,55.48,37.85,10.02,75.32,61,12.3,0.660662
2018/9/29,7:00,90.46,67.65,10.66,71.29,112,13.2,1.427882
2018/9/29,7:15,146.11,117.45,11.52,67.46,170,14.2,2.386908
2018/9/29,7:30,184.13,152.41,12.64,63.5,243,15.6,3.55905
2018/9/29,7:45,241.39,205.87,14.07,58.98,319,17,4.731192
2018/9/29,8:00,279.24,241.59,15.66,53.13,404,18.200001,5.924646
2018/9/29,8:15,334.92,294.49,16.8,45.45,477,19.9,7.096788
2018/9/29,8:30,371,328.96,17.66,44.26,537.999878,22.200001,8.119748
2018/9/29,8:45,423.1,378.94,18.61,39.88,580.999878,23.4,8.865657
2018/9/29,9:00,456.16,410.74,19.08,39.42,613.999878,23.4,9.739436
2018/9/29,9:15,502.74,455.64,19.51,39,651.999878,22.700001,10.57059
2018/9/29,9:30,532.02,483.93,19.64,39.48,702.999878,23.5,11.5083
2018/9/29,9:45,572.77,523.36,20,40.19,757.999878,24.299999,12.10503
2018/9/29,10:00,597.85,547.67,20.47,38.6,793.999878,24.700001,12.53127
2018/9/29,10:15,632.33,581.13,21.11,37.01,843.999878,25.5,12.93619
2018/9/29,10:30,652.79,601,21.91,35.26,896.999878,26.700001,13.78865
2018/9/29,10:45,679.07,626.52,22.77,32.85,953.999878,26.6,14.15095
2018/9/29,11:00,694.01,641.05,23.27,31.04,1003,27.200001,14.44932
2018/9/29,11:15,712.46,659,23.81,30.02,980.999878,27.6,14.428
2018/9/29,11:30,721.83,668.11,24.35,27.57,1010,28.299999,14.44932
2018/9/29,11:45,731.84,677.86,24.6,25.82,1011,28.9,14.57719
2018/9/29,12:00,735.62,681.53,24.82,25.14,998.999878,29,14.47063
2018/9/29,12:15,736.61,682.49,24.99,24.87,1004,29.5,14.61981
2018/9/29,12:30,734.09,680.03,25.15,24.87,987.999878,30,14.30013
2018/9/29,12:45,725.74,671.91,25.3,24.93,975.999878,29.5,14.55587
2018/9/29,13:00,717.29,663.69,25.45,24.95,924.999878,29.700001,14.00177
2018/9/29,13:15,700.28,647.14,25.59,24.7,922.999878,29.299999,13.8739
2018/9/29,13:30,686.07,633.33,25.68,23.74,905.999878,29.5,13.89521
2018/9/29,13:45,660.7,608.66,25.73,23.81,866.999878,29.200001,13.44767
2018/9/29,14:00,641.15,589.67,25.8,23.93,812.999878,29.1,12.85094
2018/9/29,14:15,607.9,557.5,25.85,24.08,761.999878,29.200001,12.12634
2018/9/29,14:30,583.55,533.77,25.91,24.22,723.999878,28.700001,11.6788
2018/9/29,14:45,543.64,495.12,25.96,23.81,658.999878,28.6,10.93289
2018/9/29,15:00,515.06,467.48,25.96,23.27,617.999878,28.200001,10.05911
2018/9/29,15:15,469.28,423.28,25.89,23.31,571.999878,28.299999,9.334514
2018/9/29,15:30,436.93,392.13,25.83,23.45,518.999878,28,8.290242
2018/9/29,15:45,385.96,343.16,25.73,23.7,471,27.700001,7.267282
2018/9/29,16:00,350.56,309.27,25.64,23.93,414,27.5,6.244321
2018/9/29,16:15,295.84,257.14,25.47,24.23,337,27.299999,4.922997
2018/9/29,16:30,258.59,221.88,25.27,24.62,270,26.9,3.878725
2018/9/29,16:45,202.13,168.91,24.94,25.33,202,26.4,2.855765
2018/9/29,17:00,164.5,134.08,24.49,26.36,143,26,1.918051
2018/9/29,17:15,109.04,83.8,23.73,27.97,46,25.299999,0.63935
2018/9/29,17:30,73.56,52.81,22.86,29.72,25,24.4,0.362298
2018/9/29,17:45,25.66,14.38,21.73,31.54,9.999999,23.5,0.106558
2018/9/29,18:00,2.48,0.43,20.82,32.56,0,22.9,0.063935
2018/9/29,18:15,0,0,20.2,33.21,0,22.700001,0
2018/9/29,18:30,0,0,19.67,33.78,0,22.5,0
2018/9/29,18:45,0,0,19.15,34.41,0,22.1,0
2018/9/29,19:00,0,0,18.64,35.12,0,21.299999,0
2018/9/29,19:15,0,0,18.18,35.8,0,20.9,0
2018/9/29,19:30,0,0,17.75,36.42,0,20.5,0
2018/9/29,19:45,0,0,17.32,37.04,0,19.9,0
2018/9/29,20:00,0,0,16.89,37.54,0,19.700001,0
2018/9/29,20:15,0,0,16.5,37.68,0,19.4,0
2018/9/29,20:30,0,0,16.17,37.41,0,18.700001,0
2018/9/29,20:45,0,0,15.82,37.12,0,18.700001,0
2018/9/29,21:00,0,0,15.47,36.83,0,18.9,0
2018/9/29,21:15,0,0,15.14,36.47,0,18.9,0
2018/9/29,21:30,0,0,14.87,35.78,0,18.799999,0
2018/9/29,21:45,0,0,14.66,34.74,0,18.200001,0
2018/9/29,22:00,0,0,14.5,33.49,0,17.5,0
2018/9/29,22:15,0,0,14.32,32.46,0,17,0
2018/9/29,22:30,0,0,14.1,31.92,0,17,0
2018/9/29,22:45,0,0,13.77,32.14,0,16.4,0
2018/9/29,23:00,0,0,13.37,32.9,0,16,0
2018/9/29,23:15,0,0,12.97,34,0,16,0
2018/9/29,23:30,0,0,12.64,35.09,0,15.5,0
2018/9/29,23:45,0,0,12.41,36.01,0,14.8,0
2018/9/30,0:00,0,0,13.62,49.41,0,14.9,0
2018/9/30,0:15,0,0,13.26,50.3,0,14.7,0
2018/9/30,0:30,0,0,12.89,51.4,0,14.4,0
2018/9/30,0:45,0,0,12.5,52.75,0,14,0
2018/9/30,1:00,0,0,12.1,54.28,0,13.7,0
2018/9/30,1:15,0,0,11.69,56.02,0,13.2,0
2018/9/30,1:30,0,0,11.3,57.86,0,13.5,0
2018/9/30,1:45,0,0,10.98,59.53,0,13.7,0
2018/9/30,2:00,0,0,10.68,61.45,0,13.2,0
2018/9/30,2:15,0,0,10.49,62.87,0,12.6,0
2018/9/30,2:30,0,0,10.56,62.86,0,12.5,0
2018/9/30,2:45,0,0,10.47,63.07,0,11.6,0
2018/9/30,3:00,0,0,10.35,63.1,0,11.9,0
2018/9/30,3:15,0,0,10.17,63.23,0,11.8,0
2018/9/30,3:30,0,0,9.98,63.15,0,11.6,0
2018/9/30,3:45,0,0,9.79,62.98,0,11.7,0
2018/9/30,4:00,0,0,9.6,62.75,0,11.7,0
2018/9/30,4:15,0,0,9.4,62.56,0,12.2,0
2018/9/30,4:30,0,0,9.4,61.28,0,12.5,0
2018/9/30,4:45,0,0,9.41,60.04,0,12.1,0
2018/9/30,5:00,0,0,9.24,59.72,0,12,0
2018/9/30,5:15,0,0,9.12,59.08,0,11.9,0
2018/9/30,5:30,0,0,9,58.52,0,11.5,0
2018/9/30,5:45,0,0,8.86,58.35,0,11.4,0
2018/9/30,6:00,0,0,8.68,58.51,0,11,0
2018/9/30,6:15,0,0,8.56,58.54,1,11.7,0
2018/9/30,6:30,9.56,3.96,8.62,58.02,20,11.7,0
2018/9/30,6:45,54.06,36.77,9.16,56.46,70.999992,11.9,0.788532
2018/9/30,7:00,89.35,66.76,9.68,55.25,124,11.1,1.534441
2018/9/30,7:15,145.46,116.92,10.37,54.42,185,11.8,2.557401
2018/9/30,7:30,183.67,152.02,11.3,53.57,262,13,3.878725
2018/9/30,7:45,241.08,205.59,12.68,50.93,349,15,5.072179
2018/9/30,8:00,278.95,241.3,13.82,46.27,433,15.9,6.265633
2018/9/30,8:15,334.48,294.03,14.53,46.58,501,17,7.416463
2018/9/30,8:30,370.51,328.43,15.6,44.49,558.999878,18.1,8.588605
2018/9/30,8:45,423.07,378.84,16.79,38.74,614.999878,18.700001,9.462384
2018/9/30,9:00,456.69,411.2,17.74,33.27,644.999878,19.4,10.50666
2018/9/30,9:15,503.86,456.68,18.61,27.85,693.999878,20.1,11.38043
2018/9/30,9:30,533.17,485.01,19.06,24.65,736.999878,20.700001,12.36077
2018/9/30,9:45,574.24,524.75,19.26,24.13,807.999878,20.700001,13.1493
2018/9/30,10:00,599.41,549.16,19.43,24.15,861.999878,21.299999,13.72472
2018/9/30,10:15,633.53,582.25,19.85,23.97,905.999878,21.200001,14.32145
2018/9/30,10:30,653.83,601.97,20.36,23.22,925.999878,21.5,14.7903
2018/9/30,10:45,680.78,628.16,20.72,22.6,981.999878,21.799999,15.04604
2018/9/30,11:00,696.27,643.24,20.9,22.22,1010,21.5,14.72637
2018/9/30,11:15,715.44,661.91,21.07,22.07,1009,22.200001,15.5149
2018/9/30,11:30,725.3,671.51,21.24,22,1043,22,15.98376
2018/9/30,11:45,735.64,681.6,21.41,21.98,1064,22.5,16.196871
2018/9/30,12:00,739.56,685.41,21.59,21.97,1057,22.6,16.260811
2018/9/30,12:15,741,686.83,21.78,21.86,1075,22.799999,16.34606
2018/9/30,12:30,739.06,684.95,21.95,21.63,1074,23.1,16.367371
2018/9/30,12:45,731.9,678.02,22.11,21.39,1043,23.299999,16.154249
2018/9/30,13:00,724.04,670.38,22.3,21.22,1028,23.6,15.91982
2018/9/30,13:15,706.9,653.73,22.52,21.02,1011,23.700001,15.72802
2018/9/30,13:30,692.56,639.78,22.75,20.21,980.999878,23.700001,15.36572
2018/9/30,13:45,667.4,615.33,22.93,19.54,933.999878,24,14.89686
2018/9/30,14:00,647.9,596.39,23.08,19.05,889.999878,24.200001,14.428
2018/9/30,14:15,614.21,563.68,23.19,18.82,839.999878,24,13.89521
2018/9/30,14:30,588.92,539.15,23.29,18.78,798.999878,23.9,13.3198
2018/9/30,14:45,547.62,499.11,23.36,18.94,742.999878,24.4,12.42471
2018/9/30,15:00,518.21,470.68,23.45,19.21,691.999878,24.799999,11.55093
2018/9/30,15:15,471.56,425.62,23.51,19.54,645.999878,24.799999,10.80502
2018/9/30,15:30,438.75,394.02,23.57,19.76,607.999878,24.9,9.782059
2018/9/30,15:45,387.24,344.53,23.56,20.04,563.999878,24.799999,8.759099
2018/9/30,16:00,351.42,310.24,23.53,20.5,510,24.700001,7.736138
2018/9/30,16:15,295.96,257.41,23.38,21.1,442,24.799999,6.393503
2018/9/30,16:30,258.21,221.68,23.19,21.68,362,24.700001,5.072179
2018/9/30,16:45,200.86,167.89,22.88,22.45,287,24.700001,4.049218
2018/9/30,17:00,162.62,132.49,22.51,23.5,207,24.5,2.727895
2018/9/30,17:15,106.34,81.55,21.93,24.96,136,24.200001,1.704934
2018/9/30,17:30,70.5,50.34,21.22,26.56,72.999992,23.700001,0.809844
2018/9/30,17:45,22.62,12.31,20.3,28.02,25,23,0.234428
2018/9/30,18:00,0.79,0.04,19.45,28.98,0,22.200001,0.021312
2018/9/30,18:15,0,0,18.81,29.85,0,21.299999,0
2018/9/30,18:30,0,0,18.33,30.59,0,20.799999,0
2018/9/30,18:45,0,0,18.02,31.25,0,20.1,0
2018/9/30,19:00,0,0,17.97,31.69,0,19.4,0
2018/9/30,19:15,0,0,17.82,32.57,0,19.5,0
2018/9/30,19:30,0,0,17.71,33.39,0,19.299999,0
2018/9/30,19:45,0,0,17.81,33.61,0,18.799999,0
2018/9/30,20:00,0,0,17.85,33.95,0,17.299999,0
2018/9/30,20:15,0,0,17.6,35.06,0,17.4,0
2018/9/30,20:30,0,0,17.09,36.7,0,17.4,0
2018/9/30,20:45,0,0,16.54,38.43,0,17.299999,0
2018/9/30,21:00,0,0,16,40.09,0,17.799999,0
2018/9/30,21:15,0,0,15.49,41.69,0,17,0
2018/9/30,21:30,0,0,15,43.18,0,17.200001,0
2018/9/30,21:45,0,0,14.43,44.89,0,17.700001,0
2018/9/30,22:00,0,0,13.81,46.75,0,16.9,0
2018/9/30,22:15,0,0,13.38,48.1,0,16.5,0
2018/9/30,22:30,0,0,13.22,48.67,0,16.5,0
2018/9/30,22:45,0,0,13.21,48.9,0,16.4,0
2018/9/30,23:00,0,0,13.15,49.29,0,15.5,0
2018/9/30,23:15,0,0,13.01,49.92,0,15.1,0
2018/9/30,23:30,0,0,12.79,50.8,0,14.7,0
2018/9/30,23:45,0,0,12.52,51.78,0,14.6,0
2018/10/1,0:00,0,0,12.92,48.15,0,14.6,0
2018/10/1,0:15,0,0,12.9,48.04,0,14.4,0
2018/10/1,0:30,0,0,12.91,47.68,0,14.2,0
2018/10/1,0:45,0,0,12.88,47.43,0,14.6,0
2018/10/1,1:00,0,0,12.9,46.95,0,14.5,0
2018/10/1,1:15,0,0,13.04,46.14,0,13.9,0
2018/10/1,1:30,0,0,13.12,45.64,0,13.5,0
2018/10/1,1:45,0,0,13.08,45.73,0,13.7,0
2018/10/1,2:00,0,0,13.03,45.9,0,14.3,0
2018/10/1,2:15,0,0,12.99,46.1,0,13.9,0
2018/10/1,2:30,0,0,12.86,46.57,0,13.3,0
2018/10/1,2:45,0,0,12.59,47.43,0,13.5,0
2018/10/1,3:00,0,0,12.26,48.5,0,13.4,0
2018/10/1,3:15,0,0,11.94,49.58,0,14.5,0
2018/10/1,3:30,0,0,11.62,50.62,0,15.8,0
2018/10/1,3:45,0,0,11.39,51.44,0,15.7,0
2018/10/1,4:00,0,0,11.19,52.16,0,15.6,0
2018/10/1,4:15,0,0,10.98,52.88,0,15,0
2018/10/1,4:30,0,0,10.8,53.55,0,14.6,0
2018/10/1,4:45,0,0,10.64,54.11,0,14,0
2018/10/1,5:00,0,0,10.49,54.63,0,14.3,0
2018/10/1,5:15,0,0,10.34,55.16,0,13.9,0
2018/10/1,5:30,0,0,10.19,55.68,0,14.1,0
2018/10/1,5:45,0,0,10.04,56.21,0,13.6,0
2018/10/1,6:00,0,0,9.9,56.68,0,13,0
2018/10/1,6:15,0,0,9.79,57.06,1,12.6,0
2018/10/1,6:30,7.76,2.85,9.78,57.11,26,12.6,0.085247
2018/10/1,6:45,50.05,33.23,10.22,56.02,69.999992,12.6,0.660662
2018/10/1,7:00,84.15,61.94,10.91,54.36,126,13.3,1.406571
2018/10/1,7:15,138.78,110.54,11.98,51.82,190,14.2,2.578713
2018/10/1,7:30,176.24,144.83,13.11,49.09,264,15.1,3.750855
2018/10/1,7:45,232.74,197.45,14.14,46.57,348,16.200001,4.922997
2018/10/1,8:00,270.12,232.65,15.06,45.06,431,17.1,6.244321
2018/10/1,8:15,325.16,284.86,16.08,43.27,497,18.200001,7.309905
2018/10/1,8:30,360.84,318.89,17.02,41.2,558.999878,19.200001,8.460735
2018/10/1,8:45,412.4,368.3,17.86,39.5,602.999878,19.9,9.334514
2018/10/1,9:00,445.24,399.85,18.72,38.05,646.999878,20.6,10.37879
2018/10/1,9:15,491.8,444.71,19.47,36.36,689.999878,21.5,11.25256
2018/10/1,9:30,520.89,472.8,20.04,35.31,736.999878,21.4,12.27553
2018/10/1,9:45,561.37,511.94,20.5,34.72,786.999878,22,12.87225
2018/10/1,10:00,586.12,535.91,20.79,34.3,845.999878,22.5,13.61816
2018/10/1,10:15,619.75,568.51,21.03,34,892.999878,23,14.19358
2018/10/1,10:30,639.72,587.89,21.26,33.42,932.999878,23.4,14.64112
2018/10/1,10:45,665.8,613.19,21.5,32.71,970.999878,24,15.08867
2018/10/1,11:00,680.5,627.48,21.7,32.37,1013,23.9,15.36572
2018/10/1,11:15,698.37,644.85,21.92,32.11,1034,24.200001,15.55752
2018/10/1,11:30,707.48,653.71,22.12,31.86,1044,24.299999,15.64277
2018/10/1,11:45,716.8,662.77,22.33,31.55,1046,24.5,15.83457
2018/10/1,12:00,720.07,665.94,22.56,31.21,1040,24.799999,15.60015
2018/10/1,12:15,720.59,666.43,22.79,30.65,1042,24.9,15.72802
2018/10/1,12:30,718.04,663.95,23.01,29.81,1052,24.700001,15.81326
2018/10/1,12:45,709.98,656.12,23.19,29.22,1036,24.700001,15.66408
2018/10/1,13:00,701.77,648.16,23.34,28.88,1004,25.299999,15.23785
2018/10/1,13:15,685.29,632.13,23.49,28.58,982.999878,25.1,15.1526
2018/10/1,13:30,671.49,618.74,23.63,28.29,949.999878,25.299999,14.76899
2018/10/1,13:45,646.76,594.71,23.74,28,920.999878,25.6,14.44932
2018/10/1,14:00,627.67,576.21,23.87,27.68,847.999878,25.6,13.59685
2018/10/1,14:15,595.35,544.87,23.99,27.31,815.999878,25.4,13.17062
2018/10/1,14:30,571.38,521.66,24.11,26.84,786.999878,25.700001,12.55258
2018/10/1,14:45,532,483.56,24.21,26.39,733.999878,25.5,12.12634
2018/10/1,15:00,503.62,456.13,24.29,25.97,683.999878,26,11.25256
2018/10/1,15:15,458.08,412.23,24.33,25.65,636.999878,25.6,10.35747
2018/10/1,15:30,425.9,381.27,24.37,25.39,589.999878,25.799999,9.334514
2018/10/1,15:45,375.26,332.68,24.38,25.26,548.999878,25.9,8.439424
2018/10/1,16:00,340.14,299.11,24.38,25.19,496,25.6,7.267282
2018/10/1,16:15,285.81,247.45,24.32,25.29,447,25.700001,6.393503
2018/10/1,16:30,248.78,212.48,24.24,25.48,372,25.6,5.200049
2018/10/1,16:45,192.63,159.97,24.07,26.15,290,25.1,4.027907
2018/10/1,17:00,155.2,125.45,23.82,27.72,207,24.9,2.855765
2018/10/1,17:15,100.1,75.83,23.25,30.12,136,24.200001,1.683622
2018/10/1,17:30,65.07,45.58,22.92,30.52,71.999992,23.799999,0.809844
2018/10/1,17:45,18.83,9.61,22.41,30.9,25,23.5,0.213117
2018/10/1,18:00,0,0,21.89,31.45,0,22.700001,0
2018/10/1,18:15,0,0,21.38,32.35,0,21.799999,0
2018/10/1,18:30,0,0,20.91,33.2,0,21.299999,0
2018/10/1,18:45,0,0,20.53,33.91,0,20.4,0
2018/10/1,19:00,0,0,20.16,34.7,0,18,0
2018/10/1,19:15,0,0,19.76,35.65,0,18.299999,0
2018/10/1,19:30,0,0,19.38,36.68,0,16.700001,0
2018/10/1,19:45,0,0,19.04,37.45,0,17,0
2018/10/1,20:00,0,0,18.58,38.61,0,14.5,0
2018/10/1,20:15,0,0,18.2,39.55,0,15.9,0
2018/10/1,20:30,0,0,17.96,40.04,0,16,0
2018/10/1,20:45,0,0,17.88,40.07,0,15.9,0
2018/10/1,21:00,0,0,17.88,39.87,0,15.8,0
2018/10/1,21:15,0,0,17.9,39.62,0,14.9,0
2018/10/1,21:30,0,0,17.88,39.49,0,14.4,0
2018/10/1,21:45,0,0,17.76,39.64,0,14.3,0
2018/10/1,22:00,0,0,17.55,40.04,0,15,0
