date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,temperature,power
2018-7-2,1:30,0,0,23.07,52.76,23.6,0
2018-7-2,1:45,0,0,22.96,53.37,23.700001,0
2018-7-2,2:00,0,0,22.77,54.26,23.4,0
2018-7-2,2:15,0,0,22.65,55.04,22.799999,0
2018-7-2,2:30,0,0,22.51,55.92,23.200001,0
2018-7-2,2:45,0,0,22.35,56.91,23.6,0
2018-7-2,3:00,0,0,22.19,57.94,25.6,0
2018-7-2,3:15,0,0,22.01,59.05,26,0
2018-7-2,3:30,0,0,21.87,60.15,25.700001,0
2018-7-2,3:45,0,0,21.78,61.21,25.6,0
2018-7-2,4:00,0,0,21.67,62.44,25.4,0
2018-7-2,4:15,0,0,21.54,63.81,25.1,0
2018-7-2,4:30,0,0,21.39,65.22,24.799999,0
2018-7-2,4:45,0,0,21.25,66.55,24.5,0
2018-7-2,5:00,0,0,21.11,67.8,24.5,0
2018-7-2,5:15,6.52,2.24,20.95,68.82,24.200001,0.319725
2018-7-2,5:30,25.62,14.7,21.05,68.87,24.299999,0.547085
2018-7-2,5:45,62.82,44.78,21.5,67.75,24.6,1.072855
2018-7-2,6:00,90.7,69.17,22.12,66.27,24.700001,1.39258
2018-7-2,6:15,135.96,110.18,22.94,64.49,24.700001,1.34995
2018-7-2,6:30,167.95,139.77,23.53,63.9,24.5,1.30732
2018-7-2,6:45,217.54,186.26,23.94,63.45,24.700001,1.60573
2018-7-2,7:00,252.15,218.97,24.33,62.6,24.700001,1.413895
2018-7-2,7:15,305.16,269.38,24.67,61.59,25.200001,3.18304
2018-7-2,7:30,342.66,305.13,25,60.79,25.200001,3.431715
2018-7-2,7:45,397.57,357.78,25.37,59.66,25.4,3.56671
2018-7-2,8:00,434.55,393.35,25.68,58.44,25.700001,3.65197
2018-7-2,8:15,485.88,442.99,25.98,57.86,25.5,3.886435
2018-7-2,8:30,518.61,474.76,26.28,57.4,25.799999,4.326945
2018-7-2,8:45,564.5,519.45,26.65,56.49,26.6,5.264805
2018-7-2,9:00,590.93,545.4,27.01,55.46,26.4,6.28082
2018-7-2,9:15,626.47,580.43,27.42,54.03,26.9,8.419425
2018-7-2,9:30,641.41,595.58,27.79,52.02,27.200001,6.643175
2018-7-2,9:45,661.33,615.85,28.12,50.67,27.799999,6.643175
2018-7-2,10:00,661.65,617.16,28.44,49.41,27.5,8.930984
2018-7-2,10:15,666.46,622.99,28.8,47.83,28.4,10.16015
2018-7-2,10:30,660.13,617.82,29.19,45.92,27.9,11.26853
2018-7-2,10:45,664.2,621.21,29.63,43.11,28.4,8.391005
2018-7-2,11:00,666.09,620.48,29.99,40.63,28.9,9.60596
2018-7-2,11:15,678.89,631.73,30.27,39.3,29.6,11.16195
2018-7-2,11:30,687.9,621.29,30.56,38.07,30.200001,11.48878
2018-7-2,11:45,697.81,634.04,30.84,36.53,30.1,10.70723
2018-7-2,12:00,666.55,522.5,31.04,35.19,29.700001,11.04117
2018-7-2,12:15,688.06,590.02,31.3,33.95,29.799999,13.20109
2018-7-2,12:30,699.29,650.61,31.55,32.93,30.299999,12.44796
2018-7-2,12:45,696.4,639.7,31.73,32.16,31.299999,11.68773
2018-7-2,13:00,697.08,655.47,31.91,31.51,31.4,13.43555
2018-7-2,13:15,688.65,642.1,32.03,31.29,31.4,10.34488
2018-7-2,13:30,682.84,634.12,32.13,31.19,31.4,10.0891
2018-7-2,13:45,672.94,631.74,32.2,31.13,31.799999,11.77298
2018-7-2,14:00,667.75,625.97,32.27,31.01,31.4,11.00564
2018-7-2,14:15,656.1,614.64,32.34,30.83,31.5,9.740954
2018-7-2,14:30,648.88,607.28,32.44,30.59,31.700001,10.03226
2018-7-2,14:45,629.73,588.26,32.51,30.31,32,6.66449
2018-7-2,15:00,614.55,573.26,32.62,29.93,31.6,8.362585
2018-7-2,15:15,584.26,541.71,32.71,29.61,31.6,6.572125
2018-7-2,15:30,564.58,521.63,32.81,29.38,31.6,4.4051
2018-7-2,15:45,515.47,458.57,32.82,29.37,31.5,4.24879
2018-7-2,16:00,492.1,431.59,32.87,29.33,31.9,4.739035
2018-7-2,16:15,452.73,407.48,32.86,29.32,31.200001,4.000115
2018-7-2,16:30,448.11,410.18,32.89,29.23,30.9,3.99301
2018-7-2,16:45,405.78,369.15,32.83,29.32,31.1,3.502765
2018-7-2,17:00,375.45,338.42,32.78,29.45,31.299999,4.36247
2018-7-2,17:15,321.54,280.47,32.66,29.68,31.299999,2.394385
2018-7-2,17:30,309.05,275,32.62,29.7,31,1.96098
2018-7-2,17:45,265.17,232.9,32.52,29.66,31,2.42991
2018-7-2,18:00,230.69,198.48,32.43,29.47,30.9,1.769145
2018-7-2,18:15,188.46,160.11,32.29,29.39,30.9,0.760235
2018-7-2,18:30,157.43,131.12,32.14,29.5,30.700001,0.632345
2018-7-2,18:45,113.05,90.23,31.85,30.08,30.700001,0.589715
2018-7-2,19:00,84.81,64.84,31.46,31.12,30.700001,0.220255
2018-7-2,19:15,46.15,31.48,30.66,33.16,30.5,0.134995
2018-7-2,19:30,23.72,13.78,29.83,35.17,30.299999,0
2018-7-2,19:45,0.89,0.06,29.15,36.36,29.9,0
2018-7-2,20:00,0,0,28.75,37.23,30.1,0
2018-7-2,20:15,0,0,28.52,37.82,30,0
2018-7-2,20:30,0,0,28.32,38.39,29.799999,0
2018-7-2,20:45,0,0,28.2,38.83,29.700001,0
2018-7-2,21:00,0,0,28.22,38.91,29.700001,0
2018-7-2,21:15,0,0,28.09,39.33,29.299999,0
2018-7-2,21:30,0,0,27.99,39.89,28.700001,0
2018-7-2,21:45,0,0,27.8,41.26,28.799999,0
2018-7-2,22:00,0,0,27.55,43.04,28.299999,0
2018-7-2,22:15,0,0,27.46,44.34,28,0
2018-7-2,22:30,0,0,27.41,45.3,27.799999,0
2018-7-2,22:45,0,0,27.4,45.85,27.700001,0
2018-7-2,23:00,0,0,27.35,46.24,27.299999,0
2018-7-2,23:15,0,0,27.32,46.4,26.9,0
2018-7-2,23:30,0,0,27.32,46.37,26.700001,0
2018-7-2,23:45,0,0,27.26,46.49,26.200001,0
2018-7-3,0:00,0,0,25.09,55.88,26.6,0
2018-7-3,0:15,0,0,25.14,55.95,26.1,0
2018-7-3,0:30,0,0,25.24,55.82,26.200001,0
2018-7-3,0:45,0,0,25.19,56.23,25.799999,0
2018-7-3,1:00,0,0,25.03,56.96,25.799999,0
2018-7-3,1:15,0,0,25.01,57.28,25.4,0
2018-7-3,1:30,0,0,24.93,57.75,26,0
2018-7-3,1:45,0,0,24.98,57.84,25.9,0
2018-7-3,2:00,0,0,24.95,58.23,25.200001,0
2018-7-3,2:15,0,0,24.89,58.77,24.9,0
2018-7-3,2:30,0,0,24.85,59.29,24.6,0
2018-7-3,2:45,0,0,24.71,60.24,24.6,0
2018-7-3,3:00,0,0,24.49,61.54,24.6,0
2018-7-3,3:15,0,0,24.18,63.18,24.6,0
2018-7-3,3:30,0,0,23.85,64.99,24,0
2018-7-3,3:45,0,0,23.63,66.3,24.200001,0
2018-7-3,4:00,0,0,23.41,67.53,24,0
2018-7-3,4:15,0,0,23.2,68.56,23.700001,0
2018-7-3,4:30,0,0,23.05,69.28,23.5,0
2018-7-3,4:45,0,0,22.93,70.01,22.799999,0
2018-7-3,5:00,0,0,22.72,71.11,22.9,0
2018-7-3,5:15,0.75,0.14,22.52,72.16,23.4,0
2018-7-3,5:30,4.81,2.28,22.55,72.26,23.1,0
2018-7-3,5:45,8.7,4.2,22.64,72.17,23.299999,0
2018-7-3,6:00,12.05,5.91,22.85,71.5,23.5,0
2018-7-3,6:15,20.54,13.95,23.18,70.55,23,0
2018-7-3,6:30,35.37,27.26,23.67,69.09,22.9,0
2018-7-3,6:45,34.16,22.83,24.15,67.94,22.9,0.632345
2018-7-3,7:00,50.23,38.37,24.76,64.66,22.9,1.421
2018-7-3,7:15,71.89,57.21,25.11,61.18,23,1.33574
2018-7-3,7:30,86.59,68.4,25.27,60.05,23.5,2.778055
2018-7-3,7:45,95.13,77.97,25.37,59.77,24.200001,3.687495
2018-7-3,8:00,89.29,74.11,25.39,59.9,24.4,3.147515
2018-7-3,8:15,96.91,76.12,25.49,59.8,25.200001,2.67148
2018-7-3,8:30,94.04,68.57,25.5,60.06,25.200001,2.437015
2018-7-3,8:45,100.17,71.45,25.6,60.12,25.299999,2.877525
2018-7-3,9:00,108.72,80.64,25.7,60.16,25.700001,2.607535
2018-7-3,9:15,128.43,102.15,25.77,60.27,26.200001,6.70712
2018-7-3,9:30,175.76,149.81,26.08,59.52,26.9,7.26131
2018-7-3,9:45,197.07,163.39,26.33,58.91,27.799999,7.424725
2018-7-3,10:00,186.45,144.89,26.41,58.79,26.9,6.884745
2018-7-3,10:15,227.19,190.93,26.69,58.07,27.200001,6.97711
2018-7-3,10:30,213.99,178.49,26.82,57.83,27.6,8.419425
2018-7-3,10:45,221.05,176.92,27.07,57.2,28.5,8.0997
2018-7-3,11:00,281.37,251.34,27.43,56.36,28.200001,8.89546
2018-7-3,11:15,303.76,273.86,27.67,55.86,28.799999,9.470964
2018-7-3,11:30,303.2,269.09,27.9,55.31,28.6,9.81911
2018-7-3,11:45,274.23,197.07,28.11,54.71,29.200001,11.3609
2018-7-3,12:00,342.14,300.5,28.64,52.88,29.200001,8.703625
2018-7-3,12:15,343.11,264.54,28.96,51.38,29.4,10.92038
2018-7-3,12:30,347.94,282.58,29.28,50.25,29.9,11.01985
2018-7-3,12:45,362.19,254.62,29.62,49.13,30,10.03226
2018-7-3,13:00,376.4,308.03,29.97,47.99,29.799999,7.8155
2018-7-3,13:15,381.71,257.76,30.28,46.77,29.6,8.08549
2018-7-3,13:30,424.47,333.43,30.54,45.71,30.200001,9.073085
2018-7-3,13:45,424.11,355.31,30.72,45.01,30,6.685805
2018-7-3,14:00,469.54,402.97,31,44.08,30,5.250595
2018-7-3,14:15,460.16,400.04,31.21,43.32,30.1,6.955795
2018-7-3,14:30,444.32,396.84,31.45,42.52,30.5,5.95399
2018-7-3,14:45,415.79,388.07,31.65,41.79,30.299999,5.47085
2018-7-3,15:00,384.35,356.52,31.82,41.15,30.1,3.77986
2018-7-3,15:15,348.99,320.69,31.9,40.82,29.799999,3.531185
2018-7-3,15:30,336.39,311.81,32.01,40.49,29.9,2.465435
2018-7-3,15:45,306.34,279.94,32.07,40.31,30.1,1.30732
2018-7-3,16:00,286.8,258.92,32.13,40.11,29.799999,1.53468
2018-7-3,16:15,262.75,239.54,32.16,39.97,29.9,2.1315
2018-7-3,16:30,249.03,227.87,32.2,39.78,29.799999,2.60043
2018-7-3,16:45,229.17,208.43,32.19,39.7,29.9,2.195445
2018-7-3,17:00,219.85,198.75,32.2,39.61,30.1,2.25939
2018-7-3,17:15,202.82,181.9,32.15,39.62,30,1.754935
2018-7-3,17:30,193.05,171.88,32.11,39.64,30.1,1.484945
2018-7-3,17:45,172.6,151.61,32.01,39.79,30.299999,2.85621
2018-7-3,18:00,161.83,140.54,31.92,39.92,30.4,1.541785
2018-7-3,18:15,139.59,118.55,31.77,40.2,30.200001,0.618135
2018-7-3,18:30,126.04,104.93,31.63,40.45,30.299999,0.78155
2018-7-3,18:45,96.68,77.12,31.42,40.91,30.4,0.333935
2018-7-3,19:00,76.13,58.15,31.18,41.94,30,0.262885
2018-7-3,19:15,43.13,29.38,30.63,43.8,29.299999,0
2018-7-3,19:30,23.25,13.46,30.22,44.45,29.200001,0
2018-7-3,19:45,0.85,0.05,29.72,45.17,28.799999,0
2018-7-3,20:00,0,0,29.35,45.94,28.1,0
2018-7-3,20:15,0,0,29.1,46.45,28,0
2018-7-3,20:30,0,0,28.83,47.06,27.700001,0
2018-7-3,20:45,0,0,28.67,47.33,27.299999,0
2018-7-3,21:00,0,0,28.56,47.48,27.9,0
2018-7-3,21:15,0,0,28.48,47.58,27.4,0
2018-7-3,21:30,0,0,28.36,47.84,27.1,0
2018-7-3,21:45,0,0,28.21,48.19,26.700001,0
2018-7-3,22:00,0,0,28.11,48.44,26.9,0
2018-7-3,22:15,0,0,27.97,48.81,26.9,0
2018-7-3,22:30,0,0,27.84,49.17,26.6,0
2018-7-3,22:45,0,0,27.66,49.7,26.5,0
2018-7-3,23:00,0,0,27.43,50.41,26.4,0
2018-7-3,23:15,0,0,27.19,51.16,26.1,0
2018-7-3,23:30,0,0,26.96,51.92,25.799999,0
2018-7-3,23:45,0,0,26.77,52.49,25.6,0
2018-7-4,0:00,0,0,25.01,56.96,25.700001,0
2018-7-4,0:15,0,0,24.99,56.92,25.4,0
2018-7-4,0:30,0,0,24.98,56.87,24.9,0
2018-7-4,0:45,0,0,24.89,57.05,25.4,0
2018-7-4,1:00,0,0,24.78,57.29,24.6,0
2018-7-4,1:15,0,0,24.66,57.6,24.5,0
2018-7-4,1:30,0,0,24.58,57.78,24.5,0
2018-7-4,1:45,0,0,24.45,58.12,23.9,0
2018-7-4,2:00,0,0,24.39,58.17,24.5,0
2018-7-4,2:15,0,0,24.27,58.45,24.4,0
2018-7-4,2:30,0,0,24.15,58.65,24.200001,0
2018-7-4,2:45,0,0,24.07,58.72,24.200001,0
2018-7-4,3:00,0,0,24.03,58.57,24.4,0
2018-7-4,3:15,0,0,23.9,58.66,24,0
2018-7-4,3:30,0,0,23.83,58.52,24.4,0
2018-7-4,3:45,0,0,23.73,58.46,23.799999,0
2018-7-4,4:00,0,0,23.67,58.23,24.200001,0
2018-7-4,4:15,0,0,23.62,57.93,24,0
2018-7-4,4:30,0,0,23.56,57.62,24,0
2018-7-4,4:45,0,0,23.47,57.43,23.799999,0
2018-7-4,5:00,0,0,23.41,57.08,23.4,0
2018-7-4,5:15,3.9,0.8,23.32,56.87,23.1,0
2018-7-4,5:30,17.93,8.91,23.53,55.86,23.6,0
2018-7-4,5:45,40.68,17.08,23.8,54.97,23.6,0.262885
2018-7-4,6:00,61.33,32.08,24.27,53.82,23.799999,0.632345
2018-7-4,6:15,97.63,57.3,24.96,52.36,24.700001,0.618135
2018-7-4,6:30,123.1,79.87,25.77,50.88,24.6,0.817075
2018-7-4,6:45,149.85,79,26.66,49.03,24.6,0.89523
2018-7-4,7:00,174.55,101.13,27.29,46.82,24.799999,1.257585
2018-7-4,7:15,222.83,129.51,27.75,45.74,25.4,3.744335
2018-7-4,7:30,244.42,141.61,28.2,44.82,26.1,1.243375
2018-7-4,7:45,298.36,211.55,28.73,43.58,26.200001,1.91835
2018-7-4,8:00,319.61,242.52,29.29,42.17,26.9,4.724825
2018-7-4,8:15,367.11,249.51,29.93,40.6,27.299999,2.607535
2018-7-4,8:30,380.61,255.58,30.46,39.36,27.299999,2.82779
2018-7-4,8:45,412.52,273.47,30.94,38.23,27.9,3.246985
2018-7-4,9:00,436.54,302.71,31.31,37.44,28,3.76565
2018-7-4,9:15,475.85,305.45,31.62,36.91,28.700001,6.870535
2018-7-4,9:30,496.7,324.84,31.85,36.58,28.6,7.94339
2018-7-4,9:45,562.94,445.42,32.12,36.09,29.6,10.7996
2018-7-4,10:00,611.46,503.57,32.41,35.51,30,4.20616
2018-7-4,10:15,648.2,566.92,32.75,34.68,29.6,4.03564
2018-7-4,10:30,684.54,625.37,33.04,33.57,30.299999,5.335855
2018-7-4,10:45,716.09,670.79,33.35,32.77,30.5,7.822605
2018-7-4,11:00,725.41,673.65,33.67,31.91,30.700001,6.415815
2018-7-4,11:15,742.24,690.18,33.97,30.84,30.9,7.41762
2018-7-4,11:30,756.04,707.64,34.25,30.26,31.299999,8.17075
2018-7-4,11:45,763.05,699.91,34.51,29.72,30.799999,5.24349
2018-7-4,12:00,779.14,728.94,34.81,29.08,31,8.732045
2018-7-4,12:15,784.99,738.42,35.08,28.42,31.9,10.19567
2018-7-4,12:30,763.62,718.37,35.31,27.87,32.400002,8.135225
2018-7-4,12:45,697.01,655.61,35.51,27.34,31.700001,7.779975
2018-7-4,13:00,590.04,554.87,35.66,27.07,31.799999,6.529495
2018-7-4,13:15,436.69,320.58,35.45,27.79,31.9,5.88294
2018-7-4,13:30,361.09,264.23,35.59,27.63,32,8.973615
2018-7-4,13:45,246.46,229.31,35.19,28.5,32,8.62547
2018-7-4,14:00,234.1,217.67,35.2,28.65,32.799999,7.694715
2018-7-4,14:15,312.16,292.32,35.82,27.64,33.099998,10.20988
2018-7-4,14:30,305.79,286.06,35.95,27.49,33.5,7.65919
2018-7-4,14:45,298.8,278.12,36.07,27.37,33.299999,9.10861
2018-7-4,15:00,294.61,273.84,36.14,27.33,34.400002,8.319955
2018-7-4,15:15,286.05,266.12,36.2,27.28,34,7.311045
2018-7-4,15:30,275.32,255.63,36.01,27.87,34.099998,6.145825
2018-7-4,15:45,186.2,170.06,35.39,29.24,33.599998,6.145825
2018-7-4,16:00,174.57,159.04,35.34,29.5,33.700001,5.875835
2018-7-4,16:15,157.38,143.89,35.33,29.29,33.700001,2.47254
2018-7-4,16:30,115.74,3.75,35.23,29.29,33.299999,2.991205
2018-7-4,16:45,71.47,1.86,34.91,29.68,33.599998,4.5472
2018-7-4,17:00,89.24,1.86,34.9,29.62,33.599998,3.46724
2018-7-4,17:15,127.7,113.2,35.07,29.04,33.799999,2.948575
2018-7-4,17:30,132.36,116.52,35.04,28.84,33.5,2.47254
2018-7-4,17:45,132.62,112.83,34.99,28.76,33.5,2.1315
2018-7-4,18:00,130.36,109.73,34.88,28.73,33.599998,1.982295
2018-7-4,18:15,155.27,131.86,34.8,28.75,33.599998,1.527575
2018-7-4,18:30,143.37,119.37,34.58,29.03,33.099998,0.873915
2018-7-4,18:45,113.53,90.67,34.21,30,33,0.65366
2018-7-4,19:00,91.64,70.1,33.79,31.66,32.599998,0.504455
2018-7-4,19:15,52.2,35.62,33.22,32.5,32.400002,0.277095
2018-7-4,19:30,27.53,15.99,32.84,32.87,32.099998,0
2018-7-4,19:45,0.85,0.04,32.49,32.99,31.700001,0
2018-7-4,20:00,0,0,32.06,33.7,30.299999,0
2018-7-4,20:15,0,0,31.75,34.17,29.799999,0
2018-7-4,20:30,0,0,31.54,34.41,29.200001,0
2018-7-4,20:45,0,0,31.18,35.11,28.9,0
2018-7-4,21:00,0,0,30.78,36.03,29,0
2018-7-4,21:15,0,0,30.5,36.72,28.9,0
2018-7-4,21:30,0,0,30.19,37.49,27.4,0
2018-7-4,21:45,0,0,29.81,38.42,27.5,0
2018-7-4,22:00,0,0,29.44,39.35,26.5,0
2018-7-4,22:15,0,0,29.09,40.24,26.4,0
2018-7-4,22:30,0,0,28.74,41.17,25.9,0
2018-7-4,22:45,0,0,28.6,41.57,25.799999,0
2018-7-4,23:00,0,0,28.51,41.81,25.200001,0
2018-7-4,23:15,0,0,28.44,41.92,25.4,0
2018-7-4,23:30,0,0,28.36,42.03,25.4,0
2018-7-4,23:45,0,0,28.28,42.18,25.5,0
2018-7-5,0:00,0,0,25.86,50.66,24.299999,0
2018-7-5,0:15,0,0,25.79,50.89,25,0
2018-7-5,0:30,0,0,25.73,51.15,24.299999,0
2018-7-5,0:45,0,0,25.68,51.34,24.9,0
2018-7-5,1:00,0,0,25.63,51.55,24.799999,0
2018-7-5,1:15,0,0,25.57,51.78,24.299999,0
2018-7-5,1:30,0,0,25.56,51.83,23.9,0
2018-7-5,1:45,0,0,25.6,51.69,24.5,0
2018-7-5,2:00,0,0,25.65,51.51,24.4,0
2018-7-5,2:15,0,0,25.61,51.59,23.700001,0
2018-7-5,2:30,0,0,25.53,51.77,23.1,0
2018-7-5,2:45,0,0,25.43,52,23.200001,0
2018-7-5,3:00,0,0,25.29,52.33,22.6,0
2018-7-5,3:15,0,0,25.17,52.62,23.4,0
2018-7-5,3:30,0,0,25.06,52.84,22.9,0
2018-7-5,3:45,0,0,24.94,53.05,23.299999,0
2018-7-5,4:00,0,0,24.84,53.19,23.6,0
2018-7-5,4:15,0,0,24.73,53.31,23.299999,0
2018-7-5,4:30,0,0,24.64,53.38,23.1,0
2018-7-5,4:45,0,0,24.58,53.35,22.700001,0
2018-7-5,5:00,0,0,24.55,53.24,22.9,0
2018-7-5,5:15,4.52,1.27,24.55,53.08,22.299999,0
2018-7-5,5:30,23.11,12.82,24.77,52.45,23,0
2018-7-5,5:45,61.14,43.11,25.31,51.02,23.299999,0.4263
2018-7-5,6:00,90.49,68.58,25.84,49.81,23,1.09417
2018-7-5,6:15,138.03,111.48,26.62,48.01,24.1,1.328635
2018-7-5,6:30,171.66,142.52,27.42,46.54,24.9,1.087065
2018-7-5,6:45,223.37,190.97,28.41,44.73,25.200001,1.726515
2018-7-5,7:00,258.55,224.27,28.9,42.23,25.799999,1.37837
2018-7-5,7:15,311.25,274.54,29.3,41.23,27.1,2.962785
2018-7-5,7:30,346.31,308.19,29.57,40.41,27.700001,3.460135
2018-7-5,7:45,398.41,358.39,29.88,39.91,28.1,3.161725
2018-7-5,8:00,432.67,391.5,30.19,39.54,28.5,4.895345
2018-7-5,8:15,482.94,440.21,30.53,39.15,28.799999,5.620055
