date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,Total measured radiation,temperature,power
2018/7/2,12:30,655.11,584.92,34.81,30.26,636.208984,32.837078,16.399691
2018/7/2,12:45,665.76,607.58,34.98,30.14,647.673218,33.312092,10.02072
2018/7/2,13:00,665.21,611.7,35.14,30.05,960.524292,34.532082,10.21891
2018/7/2,13:15,656.19,569.8,35.27,29.97,890.906921,34.532082,13.06616
2018/7/2,13:30,640.01,461.95,35.37,29.9,937.720581,33.927311,14.31238
2018/7/2,13:45,593.53,296.52,35.42,29.9,813.661194,33.512249,13.77688
2018/7/2,14:00,638.92,550.91,35.6,29.74,412.173798,34.535831,11.0635
2018/7/2,14:15,616.47,515.02,35.66,29.78,707.498779,34.741779,6.964672
2018/7/2,14:30,617.67,572.03,35.76,29.75,793.888672,34.739059,12.64463
2018/7/2,14:45,582.27,533.74,35.8,29.81,386.294098,33.51284,11.58084
2018/7/2,15:00,555.91,431.65,35.85,29.76,321.203491,32.836319,6.696594
2018/7/2,15:15,527.14,329.79,35.88,29.69,565.533508,32.699902,8.3055
2018/7/2,15:30,516.83,365.66,35.93,29.71,582.273315,33.585602,10.14409
2018/7/2,15:45,474.89,297.31,35.9,30.02,551.063904,33.58691,8.971156
2018/7/2,16:00,472.32,400.86,35.93,30.31,231.388901,33.587509,6.726344
2018/7/2,16:15,405.08,303.91,35.87,30.6,438.422699,33.922451,6.90375
2018/7/2,16:30,353.94,292.14,35.87,30.59,366.108887,34.537819,6.398109
2018/7/2,16:45,262.85,192.4,35.8,30.66,313.588806,34.471409,5.616188
2018/7/2,17:00,195.52,142.04,35.69,31.12,283.904388,33.862209,4.799922
2018/7/2,17:15,159.89,133.28,35.53,32.19,240.519501,33.72403,3.91836
2018/7/2,17:30,155.54,135.66,35.27,33.63,172.770798,33.457008,3.022688
2018/7/2,17:45,156.32,134.79,34.94,35.01,155.254303,33.319519,2.57075
2018/7/2,18:00,166.08,141.91,34.64,35.88,118.719002,32.911221,1.926422
2018/7/2,18:15,150.74,119.63,34.39,36.34,88.277046,32.64027,1.445254
2018/7/2,18:30,134.46,106.99,34.23,36.44,63.163631,32.301899,1.022684
2018/7/2,18:45,92.33,68.57,34.02,36.45,36.147861,32.099129,0.510098
2018/7/2,19:00,62.32,41.25,33.8,36.49,12.93713,31.355089,0.128242
2018/7/2,19:15,27.21,10.23,33.49,36.87,6.849069,30.741751,0.044624
2018/7/2,19:30,11.38,2.47,33.14,37.63,6.088061,30.540791,0
2018/7/2,19:45,0,0,32.68,38.71,0.380504,29.79697,0
2018/7/2,20:00,0,0,32.25,39.96,0,29.31801,0
2018/7/2,20:15,0,0,31.95,40.9,0,28.91383,0
2018/7/2,20:30,0,0,31.73,41.67,0,28.64513,0
2018/7/2,20:45,0,0,31.48,42.56,0,28.37501,0
2018/7/2,21:00,0,0,31.27,43.33,0,28.372869,0
2018/7/2,21:15,0,0,30.99,44.26,0,27.96706,0
2018/7/2,21:30,0,0,30.74,45.09,0,27.559361,0
2018/7/2,21:45,0,0,30.5,45.88,0,27.42477,0
2018/7/2,22:00,0,0,30.24,46.71,0,26.81377,0
2018/7/2,22:15,0,0,29.94,47.58,0,26.81377,0
2018/7/2,22:30,0,0,29.7,48.25,0,27.017469,0
2018/7/2,22:45,0,0,29.46,48.82,0,27.085369,0
2018/7/2,23:00,0,0,29.24,49.28,0,27.085369,0
2018/7/2,23:15,0,0,28.96,49.9,0,26.88167,0
2018/7/2,23:30,0,0,28.68,50.54,0,26.880751,0
2018/7/2,23:45,0,0,28.45,51.07,0,26.881611,0
2018/7/3,0:00,0,0,28.56,55.34,0,26.81377,0
2018/7/3,0:15,0,0,28.35,56.21,0,26.81377,0
2018/7/3,0:30,0,0,28.17,57,0,26.745871,0
2018/7/3,0:45,0,0,27.95,57.9,0,26.745871,0
2018/7/3,1:00,0,0,27.74,58.78,0,26.81377,0
2018/7/3,1:15,0,0,27.53,59.66,0,26.610069,0
2018/7/3,1:30,0,0,27.33,60.54,0,26.066151,0
2018/7/3,1:45,0,0,27.16,61.36,0,25.86311,0
2018/7/3,2:00,0,0,26.95,62.3,0,25.863171,0
2018/7/3,2:15,0,0,26.74,63.22,0,25.93107,0
2018/7/3,2:30,0,0,26.54,64.07,0,25.65947,0
2018/7/3,2:45,0,0,26.36,64.87,0,25.455759,0
2018/7/3,3:00,0,0,26.14,65.81,0,25.52367,0
2018/7/3,3:15,0,0,25.95,66.67,0,25.65947,0
2018/7/3,3:30,0,0,25.8,67.42,0,25.59157,0
2018/7/3,3:45,0,0,25.63,68.22,0,25.59157,0
2018/7/3,4:00,0,0,25.49,68.94,0,25.59157,0
2018/7/3,4:15,0,0,25.37,69.56,0,25.387859,0
2018/7/3,4:30,0,0,25.25,70.18,0,24.980471,0
2018/7/3,4:45,0,0,25.14,70.8,0,25.116261,0
2018/7/3,5:00,0,0,25.02,71.45,0,25.116261,0
2018/7/3,5:15,4.64,1.53,24.94,72.1,4.184112,25.048361,0
2018/7/3,5:30,18.47,10.34,25.04,72.04,18.638321,24.980471,0.17838
2018/7/3,5:45,45.65,32.03,25.27,71.42,32.331772,25.18417,0.389819
2018/7/3,6:00,64.84,48.8,25.62,70.52,56.67569,25.387859,0.803701
2018/7/3,6:15,93.39,74.88,26.33,67.75,89.38784,25.727369,1.360242
2018/7/3,6:30,109.1,89.93,26.86,64.73,86.344849,26.270571,1.336371
2018/7/3,6:45,132.04,112.08,27.46,62.98,117.5355,26.54217,1.822078
2018/7/3,7:00,141.3,121.71,28.11,60.1,235.451401,27.08449,3.136055
2018/7/3,7:15,157.11,137.65,28.61,58.05,303.5383,27.96237,3.715469
2018/7/3,7:30,166.61,147.3,29.02,55.82,283.762604,28.84429,4.529656
2018/7/3,7:45,194.86,174.19,29.45,53.6,196.672699,29.248949,3.556
2018/7/3,8:00,227.4,204.51,29.78,51.66,433.696899,29.85693,6.091422
2018/7/3,8:15,273.93,248.23,30.18,49.7,389.598206,30.53627,6.51175
2018/7/3,8:30,306.04,278.51,30.54,48.43,491.9729,30.67207,7.2975
2018/7/3,8:45,339.74,310.86,30.82,47.47,511.771515,31.079411,8.072312
2018/7/3,9:00,361.5,331.8,31.14,46.43,624.025024,31.758289,9.741594
2018/7/3,9:15,394.81,363.83,31.45,45.54,317.72049,30.4678,5.228344
2018/7/3,9:30,423.04,390.72,31.71,44.83,582.551025,32.097698,8.744094
2018/7/3,9:45,460.66,426.72,32.01,43.96,692.516479,31.96196,10.47309
2018/7/3,10:00,486.62,451.55,32.31,42.67,727.522827,32.434101,11.26453
2018/7/3,10:15,510.94,475.13,32.59,41.9,742.742981,33.454479,12.30163
2018/7/3,10:30,516.31,480.71,32.87,41.29,805.906616,32.361549,12.53438
2018/7/3,10:45,517.81,482.86,33.18,40.47,818.463196,32.226349,12.76647
2018/7/3,11:00,510.53,476.46,33.48,38.88,871.011902,33.715031,13.32822
2018/7/3,11:15,510.5,476.92,33.74,38.22,884.00708,33.852329,13.74013
2018/7/3,11:30,513.31,479.82,33.98,37.77,892.418396,32.901581,13.99738
2018/7/3,11:45,524.51,490.59,34.23,37.4,879.133972,34.189869,13.78956
2018/7/3,12:00,535.49,500.98,34.46,36.83,919.852173,34.396481,13.89741
2018/7/3,12:15,544.37,503.37,34.69,35.95,923.27301,34.191669,12.09863
2018/7/3,12:30,542.33,500.07,34.91,35.16,884.491882,33.922569,14.86844
2018/7/3,12:45,532.03,486.31,35.09,34.62,941.541687,34.46471,14.78575
2018/7/3,13:00,513.55,452.35,35.26,34.2,857.803772,35.347729,14.40556
2018/7/3,13:15,492.03,431.93,35.45,33.64,876.0755,33.925442,10.06009
2018/7/3,13:30,472.08,427.67,35.6,33.29,717.773987,34.541489,10.44794
2018/7/3,13:45,451.11,377.44,35.74,33.06,682.757629,34.875839,11.57363
2018/7/3,14:00,450.34,382.71,35.86,32.91,691.877625,34.328041,13.58459
2018/7/3,14:15,433.54,336.79,35.97,32.76,379.817902,34.259472,8.352531
2018/7/3,14:30,422.44,366.63,36.11,32.45,398.849792,34.671211,9.574688
2018/7/3,14:45,379.53,335.78,36.21,32.03,749.753723,35.149288,12.21894
2018/7/3,15:00,335.56,306.16,36.34,31.44,549.942078,35.494808,10.94166
2018/7/3,15:15,279.33,246.58,36.42,30.9,628.341614,36.17709,10.17887
2018/7/3,15:30,247.42,218.29,36.47,30.67,442.239807,34.94857,7.917875
2018/7/3,15:45,233.42,205.26,36.51,30.6,569.740601,34.942799,9.590219
2018/7/3,16:00,225.71,204.14,36.55,30.52,344.049713,35.48991,5.719219
2018/7/3,16:15,209.28,190.14,36.54,30.52,219.212494,34.807892,3.678828
2018/7/3,16:30,191.94,171.92,36.52,30.51,173.545395,34.815029,3.098703
2018/7/3,16:45,174.11,155.77,36.51,30.48,211.979004,34.60825,3.885547
2018/7/3,17:00,163.4,145.95,36.49,30.46,299.127411,35.15947,5.175625
2018/7/3,17:15,100.95,81.08,36.29,30.74,121.019203,34.203159,1.987727
2018/7/3,17:30,87.11,66.61,36.2,30.83,121.7789,34.140308,2.07725
2018/7/3,17:45,86.19,73.54,36.15,30.89,120.629898,34.00827,2.145992
2018/7/3,18:00,63.22,51.57,36.04,31.03,100.075897,33.866539,1.653094
2018/7/3,18:15,30.57,23.53,35.87,31.23,64.686073,34.073132,1.036602
2018/7/3,18:30,21.13,4.09,35.76,31.37,34.62587,33.53117,0.544674
2018/7/3,18:45,9.13,0.1,35.63,31.55,29.6793,32.511471,0.472596
2018/7/3,19:00,5.01,0,35.55,31.73,29.29879,32.175171,0.430507
2018/7/3,19:15,3.39,0,35.45,32.04,8.371083,31.90086,0.066521
2018/7/3,19:30,2.2,0.05,35.31,32.49,3.805038,31.69459,0
2018/7/3,19:45,0,0,35.1,32.97,0,31.42614,0
2018/7/3,20:00,0,0,34.9,33.45,0,31.224689,0
2018/7/3,20:15,0,0,34.72,33.89,0,30.7418,0
2018/7/3,20:30,0,0,34.54,34.32,0,30.7481,0
2018/7/3,20:45,0,0,34.37,34.65,0,30.61293,0
2018/7/3,21:00,0,0,34.22,34.96,0,30.34152,0
2018/7/3,21:15,0,0,34.13,35.04,0,30.203609,0
2018/7/3,21:30,0,0,33.99,35.29,0,30.06435,0
2018/7/3,21:45,0,0,33.81,35.72,0,30.066351,0
2018/7/3,22:00,0,0,33.55,36.38,0,29.861309,0
2018/7/3,22:15,0,0,33.27,37.12,0,29.658529,0
2018/7/3,22:30,0,0,33.06,37.74,0,29.521669,0
2018/7/3,22:45,0,0,32.85,38.3,0,29.39093,0
2018/7/3,23:00,0,0,32.67,38.72,0,29.31876,0
2018/7/3,23:15,0,0,32.49,39.04,0,29.251329,0
2018/7/3,23:30,0,0,32.27,39.43,0,29.11673,0
2018/7/3,23:45,0,0,31.97,40.03,0,29.250589,0
2018/7/4,0:00,0,0,29.28,52.17,0,29.254169,0
2018/7/4,0:15,0,0,29.09,52.73,0,28.77965,0
2018/7/4,0:30,0,0,29.02,52.95,0,28.714319,0
2018/7/4,0:45,0,0,28.91,53.27,0,28.846531,0
2018/7/4,1:00,0,0,28.8,53.58,0,28.71101,0
2018/7/4,1:15,0,0,28.7,53.89,0,28.57571,0
2018/7/4,1:30,0,0,28.48,54.58,0,28.64587,0
2018/7/4,1:45,0,0,28.31,55.08,0,28.71464,0
2018/7/4,2:00,0,0,28.14,55.43,0,28.778419,0
2018/7/4,2:15,0,0,28.12,55.18,0,28.4396,0
2018/7/4,2:30,0,0,28.1,54.99,0,27.965099,0
2018/7/4,2:45,0,0,28.09,54.85,0,27.28883,0
2018/7/4,3:00,0,0,28.07,54.81,0,27.153259,0
2018/7/4,3:15,0,0,28.07,54.68,0,27.220791,0
2018/7/4,3:30,0,0,28.01,54.74,0,27.289049,0
2018/7/4,3:45,0,0,27.89,54.99,0,27.153271,0
2018/7/4,4:00,0,0,27.66,55.55,0,26.880939,0
2018/7/4,4:15,0,0,27.57,55.6,0,26.813721,0
2018/7/4,4:30,0,0,27.49,55.66,0,26.88167,0
2018/7/4,4:45,0,0,27.41,55.67,0,26.610069,0
2018/7/4,5:00,0,0,27.37,55.55,0,26.745871,0
2018/7/4,5:15,1.59,0.42,27.27,55.77,4.184121,26.745871,0
2018/7/4,5:30,5.69,1.06,27.15,56.22,13.31308,26.88023,0.155852
2018/7/4,5:45,11.01,1.75,27.16,56.08,25.485041,26.67783,0.328419
2018/7/4,6:00,23.73,7.03,27.26,55.86,36.135509,26.88167,0.501074
2018/7/4,6:15,28.34,13.73,27.47,55.65,47.546719,27.085369,0.684031
2018/7/4,6:30,45.95,32.71,27.94,54.73,70.37072,27.153271,1.052379
2018/7/4,6:45,61.25,48.55,28.26,54.08,123.243202,27.69647,1.937469
2018/7/4,7:00,87.43,72.59,28.82,52.79,122.865601,27.968069,1.959945
2018/7/4,7:15,80.65,65.04,29.32,51.53,146.452301,28.37509,2.373164
2018/7/4,7:30,108.39,89.82,29.8,50.16,154.437897,28.847139,2.524922
2018/7/4,7:45,116.48,88.51,30.23,49.03,112.604897,28.840561,1.911602
2018/7/4,8:00,141.29,97.47,30.61,47.87,156.738007,28.844919,2.640969
2018/7/4,8:15,177.67,117.68,31,46.74,220.2733,29.253099,3.727938
2018/7/4,8:30,205.9,162.46,31.35,45.67,307.396393,29.793369,5.1905
2018/7/4,8:45,251.98,224.73,31.78,44.35,219.141602,29.79092,3.58761
2018/7/4,9:00,291.48,253.22,32.13,43.37,304.760315,30.13142,5.193563
2018/7/4,9:15,312.94,228.23,32.4,42.64,288.405609,30.469919,5.019
2018/7/4,9:30,354.1,250.62,32.73,41.69,201.661499,30.74198,3.596031
2018/7/4,9:45,385.53,282.62,33.1,40.15,159.808701,30.87595,2.892531
2018/7/4,10:00,390.12,294.52,33.39,38.92,216.124802,30.87579,4.015266
2018/7/4,10:15,402.81,251.93,33.7,38.1,253.412598,31.21703,4.385938
2018/7/4,10:30,429.27,240.7,34,37.32,253.792694,31.418631,4.57986
2018/7/4,10:45,474.15,316.84,34.38,36.03,547.921875,32.233509,9.154032
2018/7/4,11:00,505.52,314.24,34.71,34.69,644.57251,32.774158,9.013375
2018/7/4,11:15,517.68,339.47,34.94,33.67,503.786713,32.504551,8.908376
2018/7/4,11:30,585.32,409.89,35.27,32.85,349.302307,33.11375,6.022407
2018/7/4,11:45,596.2,330.58,35.54,32.12,195.578796,32.703308,3.583344
2018/7/4,12:00,610.54,394.75,35.8,31.33,280.811615,32.50404,5.304031
2018/7/4,12:15,621.91,472.55,36.01,30.74,541.837097,32.912338,9.840906
2018/7/4,12:30,624.34,377.98,36.22,30.34,227.541107,32.708111,4.075422
2018/7/4,12:45,618.67,312.23,36.4,30.01,193.295807,32.43713,3.564094
2018/7/4,13:00,628.37,390.14,36.59,29.67,247.327301,32.232281,4.575485
2018/7/4,13:15,622.49,406.37,36.78,29.3,474.868408,32.708649,8.690938
2018/7/4,13:30,630.52,453.24,36.93,28.91,764.051086,33.589298,13.16088
2018/7/4,13:45,633.66,427.53,37.03,28.7,907.120483,34.471691,14.89206
2018/7/4,14:00,634.48,473.55,37.09,28.69,644.57312,34.333271,10.64984
2018/7/4,14:15,612.78,540.88,37.13,28.72,764.051086,34.3274,13.6395
2018/7/4,14:30,601.57,517.5,37.19,28.68,641.528992,34.332581,11.47081
2018/7/4,14:45,603.98,553.43,37.26,28.62,522.065613,34.73666,9.362062
2018/7/4,15:00,567.06,507.93,37.27,28.67,520.163025,33.989719,9.170656
2018/7/4,15:15,558.89,516.13,37.27,28.7,525.115784,34.262409,8.555969
2018/7/4,15:30,539.64,497.37,37.19,28.81,503.800293,33.719681,9.411063
2018/7/4,15:45,516.53,474.86,37.09,28.9,388.121704,33.72192,5.634016
2018/7/4,16:00,512.76,470.04,37.01,28.9,291.469208,33.315201,5.788453
2018/7/4,16:15,495.49,451.95,36.9,28.87,448.995392,33.661209,8.249719
2018/7/4,16:30,484.41,440.13,36.82,28.74,191.012894,33.2519,3.854156
2018/7/4,16:45,446.75,403.12,36.72,28.62,167.421707,32.909939,2.901336
2018/7/4,17:00,417.17,374.36,36.64,28.41,203.188995,32.713699,3.53593
2018/7/4,17:15,366.78,325.87,36.52,28.31,232.868301,32.97887,3.985078
2018/7/4,17:30,332.18,292.73,36.41,28.38,182.6418,32.640518,2.549313
2018/7/4,17:45,279.69,242.71,36.22,28.83,132.034805,32.504581,2.113781
2018/7/4,18:00,244.68,209.54,36.03,29.57,79.9058,32.09811,1.303777
2018/7/4,18:15,192.64,160.68,35.68,30.79,110.3461,31.82745,1.860141
2018/7/4,18:30,158.73,129.23,34.85,32.86,58.978088,31.55629,0.895768
