date,time,total irradiance,Direct irradiance,Thermometer shelters,Relative humidity of ground shelters,temperature,power
2018-7-1,11:30,873.74,824.55,27.28,36.6,27.299999,16.46175
2018-7-1,11:45,886.05,836.65,27.36,36.19,27.5,17.05641
2018-7-1,12:00,891.76,842.25,27.44,35.89,28.6,17.54126
2018-7-1,12:15,896.32,846.73,27.52,35.85,28.200001,17.457109
2018-7-1,12:30,896.74,847.14,27.6,35.95,28.299999,17.53861
2018-7-1,12:45,893.68,844.14,27.69,35.9,28.6,17.726509
2018-7-1,13:00,889.17,839.71,27.81,35.6,29.4,16.409149
2018-7-1,13:15,878.69,829.43,27.95,35.17,29,12.62575
2018-7-1,13:30,869.25,820.16,28.11,34.7,29.200001,15.4894
2018-7-1,13:45,851.58,802.83,28.24,34.19,30,16.81621
2018-7-1,14:00,837.53,789.04,28.35,33.69,29.700001,13.4199
2018-7-1,14:15,813.01,765,28.43,33.39,29.799999,11.8018
2018-7-1,14:30,794.45,746.79,28.5,33.17,28.1,7.119449
2018-7-1,14:45,763.43,716.39,28.56,33.03,28.4,8.328505
2018-7-1,15:00,740.74,694.15,28.61,32.9,29.200001,8.715448
2018-7-1,15:15,703.95,658.12,28.63,32.82,28.9,7.30727
2018-7-1,15:30,677.7,632.43,28.66,32.69,28.5,5.929914
2018-7-1,15:45,635.92,591.58,28.66,32.48,28.6,8.771183
2018-7-1,16:00,606.6,562.93,28.66,32.28,28.6,10.66723
2018-7-1,16:15,560.55,518,28.63,32.16,28.299999,7.655974
2018-7-1,16:30,528.62,486.87,28.6,32.03,27.700001,5.190262
2018-7-1,16:45,479.03,438.6,28.53,32.02,27.700001,5.13167
2018-7-1,17:00,445,405.54,28.48,32.08,27.9,5.038819
2018-7-1,17:15,392.87,355,28.36,32.35,27.1,3.042512
2018-7-1,17:30,357.63,320.95,28.24,32.68,26.799999,2.329958
2018-7-1,17:45,304.5,269.81,28.07,33.17,26.299999,1.911856
2018-7-1,18:00,269.08,235.88,27.91,33.7,26.200001,1.264454
2018-7-1,18:15,216.37,185.72,27.68,34.54,26.200001,1.690656
2018-7-1,18:30,181.83,153.17,27.43,35.67,26.299999,1.724256
2018-7-1,18:45,131.55,106.46,26.98,37.59,25.799999,1.068454
2018-7-1,19:00,99.48,77.32,26.37,40.3,25.799999,0.714451
2018-7-1,19:15,54.7,38.23,25.5,43.43,24.9,0.426202
2018-7-1,19:30,28.24,17.02,25.08,44.35,24.4,0.218701
2018-7-1,19:45,1.08,0.09,24.5,45.38,23.9,0
2018-7-1,20:00,0,0,24.06,46.42,23.4,0
2018-7-1,20:15,0,0,23.67,47.32,23.200001,0
2018-7-1,20:30,0,0,23.17,48.78,23,0
2018-7-1,20:45,0,0,22.58,50.95,23,0
2018-7-1,21:00,0,0,21.98,54.12,22.9,0
2018-7-1,21:15,0,0,21.54,57.44,23.1,0
2018-7-1,21:30,0,0,21.11,60.92,23.1,0
2018-7-1,21:45,0,0,20.72,64.14,22.9,0
2018-7-1,22:00,0,0,20.37,66.8,22.700001,0
2018-7-1,22:15,0,0,20.04,69.13,22.4,0
2018-7-1,22:30,0,0,19.71,71.21,22.6,0
2018-7-1,22:45,0,0,19.39,73.06,22.5,0
2018-7-1,23:00,0,0,19.08,74.73,22.1,0
2018-7-1,23:15,0,0,18.83,76.09,22.200001,0
2018-7-1,23:30,0,0,18.63,77.17,22.1,0
2018-7-1,23:45,0,0,18.47,78.03,21.299999,0
2018-7-2,0:00,0,0,18.14,74.42,20.5,0
2018-7-2,0:15,0,0,18.14,74.85,20.299999,0
2018-7-2,0:30,0,0,18.15,75.3,19.6,0
2018-7-2,0:45,0,0,18.15,75.72,19.6,0
2018-7-2,1:00,0,0,18.07,76.6,19.5,0
2018-7-2,1:15,0,0,17.96,77.62,20,0
2018-7-2,1:30,0,0,17.82,78.77,19.9,0
2018-7-2,1:45,0,0,17.74,79.65,19.700001,0
2018-7-2,2:00,0,0,17.63,80.54,19.700001,0
2018-7-2,2:15,0,0,17.55,81.33,19.6,0
2018-7-2,2:30,0,0,17.45,82.11,19.4,0
2018-7-2,2:45,0,0,17.36,82.77,19.5,0
2018-7-2,3:00,0,0,17.27,83.32,19.4,0
2018-7-2,3:15,0,0,17.2,83.68,19.200001,0
2018-7-2,3:30,0,0,17.13,84.01,19,0
2018-7-2,3:45,0,0,17.08,84.3,18.9,0
2018-7-2,4:00,0,0,17,84.71,18.5,0
2018-7-2,4:15,0,0,16.9,85.2,18.5,0
2018-7-2,4:30,0,0,16.77,85.76,18.700001,0
2018-7-2,4:45,0,0,16.65,86.24,18.799999,0
2018-7-2,5:00,0,0,16.52,86.7,18.799999,0
2018-7-2,5:15,8.17,4.06,16.49,87.31,18.6,0
2018-7-2,5:30,20.63,13.26,16.67,86.99,18.5,0.1176
2018-7-2,5:45,44.24,33.11,17.2,85.05,18.4,0.411901
2018-7-2,6:00,63.76,50.28,17.79,83.25,18.4,0.846502
2018-7-2,6:15,96.69,80.11,18.66,80.65,18.4,1.278454
2018-7-2,6:30,124.51,105.49,19.44,77.98,18.700001,1.718054
2018-7-2,6:45,169.16,146.88,19.95,75.93,18.9,2.454906
2018-7-2,7:00,208.37,183.16,20.42,73.56,20,3.254259
2018-7-2,7:15,266.72,237.86,20.87,71.31,20.799999,3.85126
2018-7-2,7:30,314.75,282.87,21.34,69.35,21.6,4.585462
2018-7-2,7:45,378.7,343.58,21.85,66.83,21.700001,5.373465
2018-7-2,8:00,426.76,389.21,22.32,64.59,22.5,6.371318
2018-7-2,8:15,488.41,448.37,22.8,62.52,22.9,7.358121
2018-7-2,8:30,528.39,486.87,23.28,60.31,23.1,8.392674
2018-7-2,8:45,573.99,531.4,23.77,57.84,24.1,9.404677
2018-7-2,9:00,591.75,549.32,24.2,55.95,24.5,10.32928
2018-7-2,9:15,612.91,570.93,24.65,53.95,24.9,11.60334
2018-7-2,9:30,616.93,575.83,25.01,52.24,25.200001,8.943522
2018-7-2,9:45,628.27,587.94,25.3,51.12,23.9,5.920239
2018-7-2,10:00,612.39,573.93,25.57,50.43,24.700001,6.01559
2018-7-2,10:15,584.7,549.02,25.86,49.23,24.799999,9.777772
2018-7-2,10:30,545.76,513.01,26.09,48.32,25.1,10.3132
2018-7-2,10:45,531.88,500.64,26.29,48.14,25.700001,5.970768
2018-7-2,11:00,537.38,506.19,26.45,48.04,25.5,7.376819
2018-7-2,11:15,562.18,530.05,26.63,47.61,27.200001,8.696729
2018-7-2,11:30,581.79,548.81,26.81,46.87,27.700001,12.37381
2018-7-2,11:45,587.1,554.12,27,45.99,27.6,13.92971
2018-7-2,12:00,569.92,538.04,27.19,45.08,27.4,7.059932
2018-7-2,12:15,551.29,520.55,27.37,44.12,27.700001,13.78086
2018-7-2,12:30,553.09,522.26,27.55,43.13,27.1,14.17301
2018-7-2,12:45,583.05,550.04,27.68,42.12,27.5,14.94467
2018-7-2,13:00,631.12,595.72,27.83,41.07,28.299999,17.4559
2018-7-2,13:15,673.84,635.78,27.97,40.08,29.5,15.64939
2018-7-2,13:30,702.68,662.7,28.1,39.22,28.5,13.33909
2018-7-2,13:45,700.45,653.61,28.16,38.82,29,13.72168
2018-7-2,14:00,683.28,625.65,28.2,38.69,27.9,5.479264
2018-7-2,14:15,674.97,633.36,28.29,38.34,27.9,10.12806
2018-7-2,14:30,662.78,622.7,28.37,37.86,28.700001,14.96569
2018-7-2,14:45,638.98,599.27,28.41,37.43,29.1,6.753171
2018-7-2,15:00,620.25,580.9,28.45,37.09,28.6,11.45334
2018-7-2,15:15,585.2,546.75,28.46,36.93,28.1,12.18339
2018-7-2,15:30,527.09,472.57,28.42,37.01,28.5,12.38204
2018-7-2,15:45,480.91,435.32,28.39,37.28,28.700001,7.890028
2018-7-2,16:00,476.67,437.78,28.43,37.52,27.700001,6.623168
2018-7-2,16:15,441.82,407.37,28.41,37.91,26.6,3.37481
2018-7-2,16:30,407.99,374.1,28.34,38.89,26.700001,4.177114
2018-7-2,16:45,330.63,283.18,27.83,42.41,27.200001,4.176963
2018-7-2,17:00,310.14,277.69,27.31,46.18,26.6,3.871462
2018-7-2,17:15,171.53,112.69,26.52,50.44,26.4,2.783709
2018-7-2,17:30,144.01,89.37,26.24,52.71,26.4,2.340707
2018-7-2,17:45,182.02,157.79,26.4,53.06,26.200001,2.180806
2018-7-2,18:00,139.2,113.73,26.37,53.29,25.9,1.732355
2018-7-2,18:15,104.78,88.54,26.3,53.5,26,1.340054
2018-7-2,18:30,74.27,58.62,26.18,53.99,25.4,1.048553
2018-7-2,18:45,51.44,40.46,25.95,55.07,25.299999,0.476451
2018-7-2,19:00,38.83,29.7,25.63,56.89,25.4,0.398051
2018-7-2,19:15,23.11,15.67,24.88,60.74,25.4,0.0784
2018-7-2,19:30,13.05,7.58,24.2,63.51,25.1,0.0532
2018-7-2,19:45,0.48,0.02,23.3,66.83,25,0
2018-7-2,20:00,0,0,22.56,69.93,24.799999,0
2018-7-2,20:15,0,0,21.86,72.75,24.700001,0
2018-7-2,20:30,0,0,21.3,74.89,24.6,0
2018-7-2,20:45,0,0,20.99,75.83,24.4,0
2018-7-2,21:00,0,0,20.8,76.24,24.1,0
2018-7-2,21:15,0,0,20.77,75.98,24.1,0
2018-7-2,21:30,0,0,20.82,75.43,24.1,0
2018-7-2,21:45,0,0,20.84,75.03,24.1,0
2018-7-2,22:00,0,0,20.8,74.95,23.799999,0
2018-7-2,22:15,0,0,20.84,74.53,23.799999,0
2018-7-2,22:30,0,0,20.69,75.02,23.799999,0
2018-7-2,22:45,0,0,20.67,74.99,23.700001,0
2018-7-2,23:00,0,0,20.62,75.17,23.6,0
2018-7-2,23:15,0,0,20.56,75.5,23.6,0
2018-7-2,23:30,0,0,20.49,76,23.4,0
2018-7-2,23:45,0,0,20.32,77.07,23.5,0
2018-7-3,0:00,0,0,19.16,90.36,23.299999,0
2018-7-3,0:15,0,0,19.15,90.4,22.5,0
2018-7-3,0:30,0,0,19.14,90.37,22.200001,0
2018-7-3,0:45,0,0,19.09,90.61,21.6,0
2018-7-3,1:00,0,0,19.04,90.74,20.200001,0
2018-7-3,1:15,0,0,19.02,90.75,20.299999,0
2018-7-3,1:30,0,0,19.01,90.81,20.4,0
2018-7-3,1:45,0,0,18.88,91.01,20.4,0
2018-7-3,2:00,0,0,18.79,91.31,20,0
2018-7-3,2:15,0,0,18.59,92.14,19.700001,0
2018-7-3,2:30,0,0,18.47,92.63,19.5,0
2018-7-3,2:45,0,0,18.31,93.21,19.1,0
2018-7-3,3:00,0,0,18.19,93.76,19.200001,0
2018-7-3,3:15,0,0,18.13,94.14,19.200001,0
2018-7-3,3:30,0,0,18.09,94.5,19.200001,0
2018-7-3,3:45,0,0,18.05,94.76,18.9,0
2018-7-3,4:00,0,0,17.92,94.95,18.799999,0
2018-7-3,4:15,0,0,17.82,95.25,18.9,0
2018-7-3,4:30,0,0,17.68,95.47,18.799999,0
2018-7-3,4:45,0,0,17.61,95.14,19,0
2018-7-3,5:00,0,0,17.47,94.7,19.200001,0
2018-7-3,5:15,4.35,1.98,17.44,94.04,18.9,0
2018-7-3,5:30,10.32,6.3,17.6,92.98,18.700001,0
2018-7-3,5:45,12.51,8.61,17.84,91.56,18.6,0
2018-7-3,6:00,23.01,16.9,18.04,90.64,18.6,0
2018-7-3,6:15,16.39,0.65,18.05,90.49,18.5,0.1456
2018-7-3,6:30,9.95,0,18.13,90.01,18.5,0.36975
2018-7-3,6:45,10.65,0,18.24,89.29,18.5,1.009053
2018-7-3,7:00,10.7,0,18.38,88.45,18.4,0.490451
2018-7-3,7:15,7.58,0,18.44,87.94,18.5,0.546451
2018-7-3,7:30,7.37,0,18.49,87.7,18.299999,0.647402
2018-7-3,7:45,7.89,0,18.55,87.48,18.299999,0.897053
2018-7-3,8:00,9.3,0,18.69,87.02,18.6,0.717702
2018-7-3,8:15,19.45,0,18.93,85.44,18.799999,1.583805
2018-7-3,8:30,32.71,0,19.22,84.68,19,1.331203
2018-7-3,8:45,103.74,58.79,20.05,81.07,19,0.888653
2018-7-3,9:00,133.02,107.88,20.77,77.09,18.9,1.228054
2018-7-3,9:15,178.04,147.71,21.46,73.49,19,2.559408
2018-7-3,9:30,161.05,120.44,21.82,71.3,19,2.214557
2018-7-3,9:45,167.58,123.78,22.24,69.4,19.299999,3.366409
2018-7-3,10:00,174.15,133.77,22.56,67.93,19.5,1.785705
2018-7-3,10:15,216.72,177.28,23.13,65.82,19.6,2.281907
2018-7-3,10:30,250.45,215.86,23.64,63.38,19.799999,3.568761
2018-7-3,10:45,269.52,200.14,24.18,61.56,20.200001,6.71087
2018-7-3,11:00,306.54,262.43,24.76,58.81,20.799999,5.561366
2018-7-3,11:15,331.47,291.44,25.29,56.93,21.200001,6.15072
2018-7-3,11:30,334.36,306.26,25.66,55.64,21.200001,5.909167
2018-7-3,11:45,214.58,151.91,25.16,57.86,21.5,7.366972
2018-7-3,12:00,215.91,152.79,24.94,60.26,21.9,8.264175
2018-7-3,12:15,3.5,0,22.98,68.62,22.299999,14.1193
2018-7-3,12:30,3.5,0,22.05,74.64,23.700001,12.65634
2018-7-3,12:45,15.58,0,21.78,77.79,23.799999,15.73595
2018-7-3,13:00,15.65,0,21.61,79.69,24.1,15.32336
2018-7-3,13:15,113.01,9.47,22.6,77.11,25.700001,14.29745
2018-7-3,13:30,132.31,8.33,22.84,76.47,25,14.82785
2018-7-3,13:45,148.96,138.1,22.96,75.97,26.4,14.75035
2018-7-3,14:00,146.11,135.41,23.02,75.56,26.1,15.5787
2018-7-3,14:15,241.83,199.51,24.1,70.29,25.700001,12.81185
2018-7-3,14:30,188.08,137.11,24.25,68.56,26.700001,15.48525
2018-7-3,14:45,165.37,126.08,24.4,67.48,27.200001,13.60109
2018-7-3,15:00,261.51,99.19,25.15,63.92,27.9,12.53495
2018-7-3,15:15,265.83,197.02,25.52,61.91,28.200001,12.69329
2018-7-3,15:30,256.19,211.94,25.78,60.48,27.6,10.00848
2018-7-3,15:45,230.46,170.97,25.95,59.55,27.299999,8.032678
2018-7-3,16:00,222.26,161.7,26.13,58.72,27.1,8.690828
2018-7-3,16:15,208.6,175.34,26.27,58.12,26.4,6.246672
2018-7-3,16:30,197.22,159.73,26.39,57.63,27,8.259027
2018-7-3,16:45,179.95,152.39,26.48,57.2,26.200001,5.987116
2018-7-3,17:00,170.42,153.4,26.57,56.75,26.299999,4.594764
2018-7-3,17:15,151.2,134.25,26.58,56.47,26.1,4.634265
2018-7-3,17:30,132.22,111.32,26.55,56.25,25.299999,3.002259
2018-7-3,17:45,113.52,97.3,26.48,56.19,24.6,2.270557
2018-7-3,18:00,99.32,84.66,26.39,56.28,24.4,1.525155
2018-7-3,18:15,88.14,75.11,26.28,56.51,24.299999,1.813705
2018-7-3,18:30,79.6,66.48,26.13,57.08,24.1,1.124153
2018-7-3,18:45,64.54,52.03,25.81,59.17,23.9,1.314854
2018-7-3,19:00,54.86,42.43,25.37,62.39,23.9,1.505405
2018-7-3,19:15,33.64,23.32,24.83,63.72,23.5,0.420601
2018-7-3,19:30,19.14,11.37,24.33,65.01,23.200001,0.08695
2018-7-3,19:45,0.66,0.04,23.74,66.64,23,0
2018-7-3,20:00,0,0,23.26,68.21,22.9,0
2018-7-3,20:15,0,0,22.9,69.26,22.9,0
2018-7-3,20:30,0,0,22.57,70.21,23,0
2018-7-3,20:45,0,0,22.31,70.87,22.799999,0
2018-7-3,21:00,0,0,22.04,71.6,22.299999,0
2018-7-3,21:15,0,0,21.78,72.35,22.4,0
2018-7-3,21:30,0,0,21.47,73.41,22.299999,0
2018-7-3,21:45,0,0,21.14,74.57,22.1,0
2018-7-3,22:00,0,0,20.88,75.41,22,0
2018-7-3,22:15,0,0,20.69,75.94,21.9,0
2018-7-3,22:30,0,0,20.52,76.46,22,0
2018-7-3,22:45,0,0,20.34,76.97,21.700001,0
2018-7-3,23:00,0,0,20.21,77.28,21.799999,0
2018-7-3,23:15,0,0,20.12,77.4,22,0
2018-7-3,23:30,0,0,19.97,77.76,21.700001,0
2018-7-3,23:45,0,0,19.89,77.82,21.9,0
2018-7-4,0:00,0,0,18.61,83.26,21.799999,0
2018-7-4,0:15,0,0,18.56,83.17,21.9,0
2018-7-4,0:30,0,0,18.51,83.1,21.700001,0
2018-7-4,0:45,0,0,18.43,83.04,21.1,0
2018-7-4,1:00,0,0,18.34,83.13,21.299999,0
2018-7-4,1:15,0,0,18.28,83,20.6,0
2018-7-4,1:30,0,0,18.24,82.73,20.299999,0
2018-7-4,1:45,0,0,18.24,82.36,20.200001,0
2018-7-4,2:00,0,0,18.24,81.98,20.299999,0
2018-7-4,2:15,0,0,18.25,81.56,20.200001,0
2018-7-4,2:30,0,0,18.18,81.49,20.6,0
2018-7-4,2:45,0,0,18.18,80.95,20.5,0
2018-7-4,3:00,0,0,18.16,80.59,20.200001,0
2018-7-4,3:15,0,0,18.12,80.24,20.1,0
2018-7-4,3:30,0,0,18.11,79.66,20.1,0
2018-7-4,3:45,0,0,18.13,78.94,20.1,0
2018-7-4,4:00,0,0,18.11,78.5,19.700001,0
2018-7-4,4:15,0,0,18.11,77.83,19.700001,0
2018-7-4,4:30,0,0,18.11,77.33,20.1,0
2018-7-4,4:45,0,0,18.14,76.53,19.6,0
2018-7-4,5:00,0,0,18.2,75.64,19.700001,0
2018-7-4,5:15,11.4,5.06,18.36,74.52,19.200001,0.0896
2018-7-4,5:30,32.9,20.59,18.62,73.41,18.9,0.364301
2018-7-4,5:45,71.18,52.35,19.1,71.99,18.9,1.051053
2018-7-4,6:00,100.63,78.68,19.6,70.65,19.299999,1.737805
2018-7-4,6:15,145.71,120.13,20.22,69.77,19.9,2.402157
2018-7-4,6:30,173.5,142.83,20.91,69.24,20,1.917456
2018-7-4,6:45,219.13,186.96,21.76,68.48,20.1,2.531257
2018-7-4,7:00,250.18,216.81,22.62,63.21,20,2.304307
2018-7-4,7:15,284.06,230.66,23.3,60.68,20.6,3.85376
2018-7-4,7:30,322.21,286.75,24.01,57.74,21.6,3.237459
2018-7-4,7:45,341.52,256.72,24.63,55.14,22.4,5.850067
2018-7-4,8:00,367.58,281.93,25.26,53.44,23.9,7.156822
2018-7-4,8:15,403.08,313.21,25.91,50.94,23.9,6.456672
2018-7-4,8:30,435.25,323.76,26.47,49.13,24.9,9.242278
2018-7-4,8:45,469.7,348.97,26.98,47.68,24.5,7.826323
2018-7-4,9:00,496.62,370.76,27.43,46.06,25,7.756022
2018-7-4,9:15,553.5,482.16,27.85,44.73,24.799999,6.346419
2018-7-4,9:30,568.28,471.29,28.19,43.49,25.299999,6.405519
2018-7-4,9:45,600.61,498.07,28.5,42.63,25.4,12.44719
2018-7-4,10:00,610.31,518.94,28.79,41.68,25.6,11.64874
2018-7-4,10:15,614.36,535.13,29.1,40.82,26.1,13.76219
2018-7-4,10:30,576.88,515.54,29.35,40.23,27.9,10.94609
2018-7-4,10:45,526.16,450.24,29.51,39.91,27.9,15.89645
2018-7-4,11:00,488.62,424.38,29.63,39.98,27.700001,9.222678
2018-7-4,11:15,487.39,435.8,29.72,40.19,28.299999,13.67509
2018-7-4,11:30,516.48,454.74,29.81,40.44,28.6,12.67284
2018-7-4,11:45,558.96,506.75,29.92,40.74,29.4,16.238199
2018-7-4,12:00,601.86,554.57,30.05,41.01,29.200001,14.4017
2018-7-4,12:15,629.61,594.31,30.1,41.56,29.299999,15.98175
2018-7-4,12:30,642.7,593.71,29.84,43.43,29.799999,13.8888
2018-7-4,12:45,40.53,18.84,27.57,50.4,30.9,14.2916
2018-7-4,13:00,50.84,29.85,27.22,52.59,31.5,12.05645
2018-7-4,13:15,25.96,13.57,26.93,53.73,31.299999,12.39784
2018-7-4,13:30,26.54,13.91,27.01,53.57,31.299999,14.26924
2018-7-4,13:45,327.94,302.95,28.23,49.93,31.9,9.930233
2018-7-4,14:00,333.89,308.25,28.56,48.52,31.6,13.28014
2018-7-4,14:15,721.39,678.39,30.06,43.78,32.5,14.58085
2018-7-4,14:30,673.12,632.39,30.32,42.39,32.599998,13.78354
2018-7-4,14:45,589.25,552.54,30.44,41.78,32,11.53099
2018-7-4,15:00,526.42,492.9,29.98,43.83,29.9,11.66524
2018-7-4,15:15,9.14,0,28.28,47.96,30.200001,8.460476
2018-7-4,15:30,9.29,0,27.83,49.86,29.6,9.585983
2018-7-4,15:45,5.51,0,27.64,50.47,30,7.303475
2018-7-4,16:00,5.56,0,27.54,50.87,30.799999,11.16139
2018-7-4,16:15,236.63,213.07,28.36,50.23,30.6,9.419881
2018-7-4,16:30,227.49,204.23,28.52,49.48,30.6,7.587779
2018-7-4,16:45,456.82,417.64,29.44,46.65,30.5,6.560121
2018-7-4,17:00,425.78,387.38,29.56,45.91,29.9,5.178518
2018-7-4,17:15,377.01,340.08,29.59,45.65,30.200001,3.468863
2018-7-4,17:30,344.13,308.26,29.6,45.41,30.4,4.836317
2018-7-4,17:45,293.4,259.41,29.56,45.31,30.6,2.819808
2018-7-4,18:00,259.26,226.72,29.5,45.32,29.6,2.489709
2018-7-4,18:15,208.12,178.12,29.42,46.63,30.200001,2.301808
2018-7-4,18:30,174.57,146.54,29.5,51.2,29.799999,1.752105
2018-7-4,18:45,125.86,101.34,29,51.3,29.299999,1.365254
2018-7-4,19:00,94.84,73.17,28.63,52.61,28.1,0.543801
2018-7-4,19:15,51.63,35.57,28.22,52.72,28.1,0.330851
2018-7-4,19:30,26.55,15.57,27.56,54.63,27.5,0.08975
2018-7-4,19:45,0.74,0.03,26.75,56.64,27.299999,0
2018-7-4,20:00,0,0,26.1,58.46,26.5,0
2018-7-4,20:15,0,0,25.56,59.9,26.6,0
2018-7-4,20:30,0,0,24.99,61.39,26.6,0
2018-7-4,20:45,0,0,24.53,62.37,26.200001,0
2018-7-4,21:00,0,0,24.21,62.67,26,0
2018-7-4,21:15,0,0,23.87,62.98,25.700001,0
2018-7-4,21:30,0,0,23.55,63.23,25.299999,0
2018-7-4,21:45,0,0,23.27,63.41,24.799999,0
2018-7-4,22:00,0,0,23.07,63.36,24.700001,0
2018-7-4,22:15,0,0,22.91,63.18,23.4,0
2018-7-4,22:30,0,0,22.78,62.97,23.9,0
2018-7-4,22:45,0,0,22.65,62.82,24.6,0
2018-7-4,23:00,0,0,22.53,62.72,23.5,0
2018-7-4,23:15,0,0,22.41,62.72,23.1,0
2018-7-4,23:30,0,0,22.29,62.79,23.299999,0
2018-7-4,23:45,0,0,22.18,62.84,22.5,0
2018-7-5,0:00,0,0,20.66,66.79,21.700001,0
2018-7-5,0:15,0,0,20.56,66.65,21.4,0
2018-7-5,0:30,0,0,20.48,66.43,21,0
2018-7-5,0:45,0,0,20.37,66.27,21.200001,0
2018-7-5,1:00,0,0,20.27,66.05,21.200001,0
2018-7-5,1:15,0,0,20.2,65.74,21,0
2018-7-5,1:30,0,0,20.16,65.29,20.9,0
2018-7-5,1:45,0,0,20.17,64.69,20.4,0
2018-7-5,2:00,0,0,20.16,64.15,20.6,0
2018-7-5,2:15,0,0,20.12,63.74,20.4,0
2018-7-5,2:30,0,0,20.06,63.3,20.5,0
2018-7-5,2:45,0,0,20.04,62.66,20.4,0
2018-7-5,3:00,0,0,20.04,61.85,20.299999,0
2018-7-5,3:15,0,0,20.05,61,20.1,0
2018-7-5,3:30,0,0,20.05,60.13,20,0
2018-7-5,3:45,0,0,20.04,59.34,19.799999,0
2018-7-5,4:00,0,0,20.03,58.6,19.6,0
2018-7-5,4:15,0,0,20.02,57.9,19.6,0
2018-7-5,4:30,0,0,20,57.26,19.6,0
2018-7-5,4:45,0,0,20,56.61,19.5,0
2018-7-5,5:00,0,0,20.02,55.94,19.299999,0
2018-7-5,5:15,12.79,6.02,20.09,55.39,19.1,0.1428
2018-7-5,5:30,35.23,22.26,20.28,55.16,19,0.372701
2018-7-5,5:45,76.59,56.95,20.62,55.61,19.4,0.641952
2018-7-5,6:00,107.15,84.17,21.12,56.07,19.5,1.614605
2018-7-5,6:15,155.68,128.73,21.87,55.07,19.799999,2.163706
2018-7-5,6:30,189.27,160.12,22.63,55.53,20.6,2.275856
2018-7-5,6:45,240.8,208.89,23.56,55.84,21.5,2.869606
2018-7-5,7:00,275.62,242.1,24.59,56.06,22,2.827757
2018-7-5,7:15,328.07,292.43,25.7,49.41,23.200001,3.461459
2018-7-5,7:30,362.95,326.05,26.32,45.1,23.5,4.212761
2018-7-5,7:45,414.72,376.13,26.73,43.55,24.6,5.137964
2018-7-5,8:00,448.51,408.93,27.06,42.95,24.200001,6.121817
2018-7-5,8:15,497.43,456.53,27.41,42.93,25.700001,7.212371
2018-7-5,8:30,527.11,485.58,27.76,42.94,25.9,7.947324
